inchikey,SMILES,pAct,n_records,sd,year_min,year_max,year_median,types,assay_types,n_documents
PNDDOSJAKNIYIV-QAQDUYKDSA-N,CS(=O)(=O)N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1,10.022276394711152,1,0.0,2016,2016,2016,Ki,B,1
ZTUVVTSLJSCZMY-UAPYVXQJSA-N,COc1cc(CC(=O)N[C@H]2CC[C@H](CCN3CCc4ccc(OCC(F)(F)F)nc4CC3)CC2)on1,10.022276394711152,2,0.0,2020,2022,2021,Ki,B,2
AFUSDDXNVRXJFU-KJDSRRNHSA-N,Cc1ncc(CC(=O)N[C@H]2CC[C@](F)(CCN3CCc4ccc(OCC(F)F)nc4CC3)CC2)o1,10.022276394711152,1,0.0,2023,2023,2023,Ki,B,1
OGKVKDKJRLURJP-QAQDUYKDSA-N,Cc1ncc(CC(=O)N[C@H]2CC[C@H](CCN3CCc4nc(OCC(F)(F)F)sc4CC3)CC2)o1,10.017728766960431,2,0.0,2020,2022,2021,Ki,B,2
NQPMEVDLXOHCCR-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)N1CCCCN1CCN(c2cccc(F)c2F)CC1,10.016600726808319,2,3.2557431169773245,2018,2018,2018,EC50;Ki,B;F,1
BGBRLHVYFFIIIM-JCTBFJPBSA-N,Cc1ncc(/C=C/C(=O)N[C@H]2CC[C@H](CCN3CCc4nc(OCC(C)(F)F)sc4CC3)CC2)cn1,10.013228265733755,1,0.0,2023,2023,2023,Ki,B,1
JMYVVZJJTRVCDC-UHFFFAOYSA-N,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2cn1,10.00436480540245,1,0.0,2009,2009,2009,Ki,B,1
VITUDJAVASFPKN-DEOSSOPVSA-N,CCCN(CCN1CCN(c2ccc(-c3cccc(O)c3)cc2)CC1)[C@H]1CCc2nc(N)sc2C1,10.0,1,0.0,2014,2014,2014,EC50,F,1
KWZBJWOQFABHPF-UHFFFAOYSA-N,NC(=O)c1ccccc1OCCCN1CCN(c2cccc3c2ccn3S(=O)(=O)c2ccccc2)CC1,10.0,1,0.0,2015,2015,2015,Ki,B,1
OAUBLUIXSXPHTA-IYARVYRRSA-N,Cn1cc2c(C(=O)N[C@H]3CC[C@H](CCN4CCc5sc(CCC(F)F)nc5C4)CC3)cccc2n1,10.0,2,0.0,2020,2022,2021,Ki,B,2
LFSNQCYUKYZKTM-IYARVYRRSA-N,Cc1cc(OCC(=O)N[C@H]2CC[C@H](CCN3CCc4nc(OC5CC(F)(F)C5)sc4CC3)CC2)no1,10.0,1,0.0,2023,2023,2023,Ki,B,1
OVCKLMKHELICSW-CQOQZXRMSA-N,CC[C@@H](C)Oc1ccc2c(n1)CCN(CC[C@H]1CC[C@H](NC(=O)c3cccc4nn(C)cc34)CC1)CC2,10.0,1,0.0,2023,2023,2023,Ki,B,1
AXWHEAPHZLQQJC-JCNLHEQBSA-N,Cn1ncc(CC(=O)N[C@H]2CC[C@H](CCN3CCc4nc(OCC(F)(F)F)sc4CC3)CC2)c1F,10.0,1,0.0,2023,2023,2023,Ki,B,1
DGKURWUVIVQHCD-UHFFFAOYSA-N,O=C1c2cc3ccccc3n2CCN1CCCCN1CCN(c2cccc(Cl)c2Cl)CC1,9.978810700930062,1,0.0,2009,2009,2009,Ki,B,1
XDIPGTFTRLCMJN-RZJSWYKGSA-N,Cn1cc(CC(=O)N[C@H]2CC[C@](F)(CCN3CCc4ccc(OCC(F)(F)F)nc4CC3)CC2)cn1,9.958607314841775,2,0.0,2020,2022,2021,Ki,B,2
SDPSCMJWIDFOEZ-SAABIXHNSA-N,O=C1Cc2cccc(C(=O)N[C@H]3CC[C@H](CCN4CCc5nc(OCC(F)F)sc5CC4)CC3)c2N1,9.958607314841775,2,0.0,2020,2022,2021,Ki,B,2
MWYSFMDHBGHGSI-UHFFFAOYSA-N,O=C(NCCCCN1CCc2ccc(OCC(F)(F)F)nc2CC1)c1cc2ccccc2[nH]1,9.958607314841775,2,0.0,2020,2022,2021,Ki,B,2
RDYIEETWSJIEMH-KESTWPANSA-N,Cn1cc2c(C(=O)N[C@H]3CC[C@H](CCN4CCC(c5nocc5C(C)(F)F)CC4)CC3)cccc2n1,9.958607314841775,1,0.0,2022,2022,2022,Ki,B,1
RWQUXQWRQIGSHJ-QAQDUYKDSA-N,Cn1ncc(CC(=O)N[C@H]2CC[C@H](CCN3CCc4nc(OC5CC(F)(F)C5)sc4CC3)CC2)n1,9.958607314841775,1,0.0,2023,2023,2023,Ki,B,1
WELSMEFKUXDCLH-XUTJKUGGSA-N,Cc1ncc(OCC(=O)N[C@H]2CC[C@H](CCN3CCc4ccc(OCC(F)F)nc4CC3)CC2)cn1,9.958607314841775,1,0.0,2023,2023,2023,Ki,B,1
DABZIXMFPZVHTF-XUTJKUGGSA-N,Cn1cc2c(C(=O)N[C@H]3CC[C@H](CCN4CCc5ccc(CCC(F)(F)F)nc5CC4)CC3)ccc(F)c2n1,9.958607314841775,1,0.0,2023,2023,2023,Ki,B,1
INHNATSHBKJSGN-UAPYVXQJSA-N,Cn1ncc(CC(=O)N[C@H]2CC[C@H](CCN3CCc4ccc(OCC(F)F)nc4CC3)CC2)n1,9.958607314841775,1,0.0,2023,2023,2023,Ki,B,1
SBWQGFPWQUSXLS-LYFUNVNOSA-N,Cc1ncc(/C=C/C(=O)N[C@H]2CC[C@H](CCN3CCc4sc(C5CC(F)(F)C5)nc4C3)CC2)cn1,9.958607314841775,1,0.0,2023,2023,2023,Ki,B,1
SVQMUKSPRVEFME-YIQCUVMYSA-N,CC(Oc1nc2c(s1)CCN(CC[C@H]1CC[C@H](NC(=O)c3cccc4nn(C)cc34)CC1)CC2)C(F)F,9.939713034397075,2,0.026720547656175313,2023,2023,2023,Ki,B,1
PTUNPPZTSHFJHC-UHFFFAOYSA-N,COc1ccccc1N1CCN(CCCCOc2ccc(C3CN4C=CSC4=N3)cc2)CC1,9.920818753952375,1,0.0,2009,2009,2009,Ki,B,1
PFLVUDAFKXUKEV-UHFFFAOYSA-N,COc1ccccc1N1CCN(CCCCN2CCc3cc(-c4ccncc4)ccc3C2=O)CC1,9.920818753952375,1,0.0,2011,2011,2011,Ki,B,1
IUDLGCVTTLUKGF-QAQDUYKDSA-N,Cn1c(C(=O)N[C@H]2CC[C@H](CCN3CCc4nc(OCC(F)(F)F)sc4CC3)CC2)cccc1=O,9.920818753952375,2,0.0,2020,2022,2021,Ki,B,2
FNMHRIVKENCKLK-IGGCZAQCSA-N,Cc1ncc(/C=C/C(=O)N[C@H]2CC[C@H](CCN3CCc4nc(OCC(F)F)sc4CC3)CC2)s1,9.920818753952375,2,0.0,2020,2022,2021,Ki,B,2
FWMIDKRMSILWNA-IYARVYRRSA-N,Cc1ncc(CC(=O)N[C@H]2CC[C@H](CCN3CCc4nc(OCC(C)(F)F)sc4CC3)CC2)o1,9.920818753952375,2,0.0,2020,2022,2021,Ki,B,2
UIFXBTKQVKHNLS-SAABIXHNSA-N,Cc1cc(CC(=O)N[C@H]2CC[C@H](CCN3CCc4sc(C5CC(F)(F)C5)nc4C3)CC2)on1,9.920818753952375,1,0.0,2020,2020,2020,Ki,B,1
WZWRNSLQPLMVBF-QAQDUYKDSA-N,Cc1cc(CC(=O)N[C@H]2CC[C@H](CCN3CCc4sc(N5CC(F)(F)C5)nc4C3)CC2)on1,9.920818753952375,1,0.0,2022,2022,2022,Ki,B,1
RPTDCWYNUAKXPN-OJBMAJLDSA-N,O=C(N[C@H]1CC[C@H](CCN2CCC(c3nocc3-c3ccccc3)CC2)CC1)c1cccc2ncccc12,9.920818753952375,1,0.0,2022,2022,2022,Ki,B,1
LBYNXCSSGDKEPL-ZWKOTPCHSA-N,Cn1cc2c(C(=O)N[C@H]3CC[C@H](CCN4CCc5nc(OCC(C)(F)F)sc5CC4)OC3)cccc2n1,9.920818753952375,1,0.0,2023,2023,2023,Ki,B,1
HSCUDLWMSFZPQC-SMQSCJQKSA-N,Cc1ncc(CC(=O)N[C@H]2CC[C@](F)(CCN3CCc4nc(OCC(C)(F)F)sc4CC3)CC2)o1,9.920818753952375,1,0.0,2023,2023,2023,Ki,B,1
JJZYJNHNBLRMSV-SYYKKAFVSA-N,Cc1ncc(OCC(=O)N[C@H]2CC[C@H](CCN3CCc4ccc(O[C@H](C)C(F)(F)F)nc4CC3)CC2)cn1,9.920818753952375,1,0.0,2023,2023,2023,Ki,B,1
GFYPLRKHLRVZID-SFHLNBCPSA-N,C[C@@H](Oc1ccc2c(n1)CCN(CC[C@H]1CC[C@H](NC(=O)c3cccc(=O)n3C)CC1)CC2)C(F)(F)F,9.920818753952375,1,0.0,2023,2023,2023,Ki,B,1
PUXZKIZAAABQFP-AQYVVDRMSA-N,Cc1ncc(OCC(=O)N[C@H]2CC[C@H](CCN3CCc4ccc(CCC(F)(F)F)nc4CC3)CC2)cn1,9.920818753952375,1,0.0,2023,2023,2023,Ki,B,1
UPWPDOXZYFFWOS-UHFFFAOYSA-N,Cc1ncc(OCC(=O)NC23CCC(CCN4CCc5nc(OCC(F)(F)F)sc5CC4)(CC2)CC3)cn1,9.920818753952375,1,0.0,2023,2023,2023,Ki,B,1
UTFOVXIJDJSMKK-VWLOTQADSA-N,CCCN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)[C@H]1CCn2nccc2C1,9.92021640338319,10,1.721465352122676,2011,2011,2011,EC50;Ki,B;F,1
AADCDMQTJNYOSS-LBPRGKRZSA-N,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1O,9.915751258238483,4,0.08164171287887674,2003,2021,2015,Ki,B,4
JFBMKPAJRCILMR-UHFFFAOYSA-N,O=C(NCCCCN1CCN(c2cccc3ccccc23)CC1)c1cc2ccccc2s1,9.892790030352131,1,0.0,2015,2015,2015,Ki,B,1
OVCZXWAILUTIOQ-UHFFFAOYSA-N,COc1cccc2cc(C(=O)NCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)oc12,9.886056647693163,2,0.0,2006,2009,2007,Ki,B,2
