inchikey,SMILES,pAct,n_records,sd,year_min,year_max,year_median,types,assay_types,n_documents
IWDXBYQCZXUCBW-UHFFFAOYSA-N,CCCNC(=O)c1ncccc1NCC(=O)N1CCC(Oc2ccccc2C(F)(F)F)CC1,6.4089353929735005,1,0.0,2007,2007,2007,IC50,B,1
JSUIRJLRUPZRJL-UHFFFAOYSA-N,O=C(O)c1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cc1,6.4089353929735005,1,0.0,2014,2014,2014,IC50,B,1
PEQAVOGGCFURJQ-UHFFFAOYSA-N,Cn1cc(-c2ccc(N3CCC(N4CCc5ccc(CO)cc54)CC3)nn2)cn1,6.404503778174426,1,0.0,2015,2015,2015,IC50,B,1
VJVXNAFSDHYZBV-UHFFFAOYSA-N,Cc1nc(-n2cnn(CCCC(F)(F)F)c2=O)sc1C(=O)NCc1cccnc1,6.400116927926312,1,0.0,2015,2015,2015,IC50,B,1
RBWWUKNHEWKRGE-UHFFFAOYSA-N,COc1ccc2c(c1)N(C1CCN(c3ccc(-c4cnn(C)c4)nn3)CC1)CC2,6.39040559077478,1,0.0,2014,2014,2014,IC50,B,1
LKHLISSSJLKIRH-UHFFFAOYSA-N,COc1ccc(-c2nc3cnc(NCc4ccc(Cl)c(Cl)c4)nc3n(CCNC(C)=O)c2=O)cc1,6.3872161432802645,1,0.0,2009,2009,2009,IC50,B,1
MYIOLJAITUNEEU-UHFFFAOYSA-N,O=C(c1cc(-c2ccncc2)on1)N1CCC(c2ccccc2)CC1,6.3872161432802645,1,0.0,2021,2021,2021,IC50,B,1
DURSMDCRSLJCTD-UHFFFAOYSA-N,O=C(NCc1cccnc1)c1ncccc1NCC(=O)N1CCC(Oc2ccccc2C(F)(F)F)CC1,6.366531544420413,1,0.0,2007,2007,2007,IC50,B,1
KNSIPACIJBKWPJ-UHFFFAOYSA-N,O=C(NCc1ccc(Cl)s1)c1ccc2[nH]c(-c3ccc(Oc4ccccc4C(F)(F)F)cc3)nc2c1,6.357535479757878,1,0.0,2013,2013,2013,IC50,B,1
VLPCSVJCVLLLIL-UHFFFAOYSA-N,O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(-c2ccncn2)on1,6.357535479757878,1,0.0,2021,2021,2021,IC50,B,1
HRSBVCJITWRGQF-UHFFFAOYSA-N,Cc1nc(-n2ccc(C3CC3)cc2=O)sc1C(=O)NCc1ccccc1,6.339134521996131,1,0.0,2014,2014,2014,IC50,B,1
LQMNKCOKBBJKEL-UHFFFAOYSA-N,CNC(=O)c1nccnc1NCC(=O)N1CCC(Oc2c(F)cccc2F)CC1,6.327902142064282,1,0.0,2007,2007,2007,IC50,B,1
GKHYXEGARSHUEV-UHFFFAOYSA-N,O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2ccccc2)on1,6.327902142064282,1,0.0,2021,2021,2021,IC50,B,1
YXLBZGFGGWKRHW-UHFFFAOYSA-N,Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)NCc1cnn(C)c1,6.3214816209598865,1,0.0,2015,2015,2015,IC50,B,1
SXXDFMNSYQJQAM-UHFFFAOYSA-N,O=C(c1cc(-c2ccccc2)on1)N1CC(Oc2ccccc2)C1,6.309803919971486,1,0.0,2021,2021,2021,IC50,B,1
WUXVFDRDUKEWLP-UHFFFAOYSA-N,Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)NCc1cn(C)cn1,6.297569463554474,1,0.0,2015,2015,2015,IC50,B,1
ZMSGLYQOQFYEBI-UHFFFAOYSA-N,O=C(O)Cn1nnc(-c2cc(N3CC4CN(c5cc(F)ccc5Cl)CC4C3)no2)n1,6.286500520621731,2,1.8132137172660354,2012,2012,2012,IC50,B,1
IIBGJRZFQSFBFQ-UHFFFAOYSA-N,Cc1nc(N2CCN(Cc3ccccc3)C2=O)sc1C(=O)NCc1cccnc1,6.280668713016274,1,0.0,2014,2014,2014,IC50,B,1
HLMDZKBPECJZAW-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1nccnc1NCC(=O)N1CCC(Oc2ccccc2Cl)CC1,6.259637310505756,1,0.0,2007,2007,2007,IC50,B,1
HRSJBLDLFPWRTI-UHFFFAOYSA-N,O=C(O)c1ccc(-c2ccc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)nn2)cc1,6.259637310505756,1,0.0,2011,2011,2011,IC50,B,1
HLOGNBULKQGFPD-UHFFFAOYSA-N,Cn1cc(Cl)nc(N2CCC(Oc3ccccc3Cl)CC2)c1=O,6.259637310505756,1,0.0,2015,2015,2015,IC50,B,1
RVEDNFBVAKXYRX-UHFFFAOYSA-N,Cc1ccccc1OC1CCN(c2nc(Cl)cn(C)c2=O)CC1,6.259637310505756,1,0.0,2015,2015,2015,IC50,B,1
HHNRSGMHLOUJIQ-UHFFFAOYSA-N,Clc1ccccc1OC1CCN(c2nccnn2)CC1,6.259637310505756,1,0.0,2015,2015,2015,IC50,B,1
HSJCJAUHHNFFMJ-UHFFFAOYSA-N,FC(F)(F)c1ccccc1OC1CCN(c2nccnn2)CC1,6.259637310505756,1,0.0,2015,2015,2015,IC50,B,1
PRDNSHYLILKQEH-UHFFFAOYSA-N,Cc1nnc(N2CCC(Oc3cc(C(F)(F)F)ccc3Cl)CC2)nc1C,6.259637310505756,1,0.0,2015,2015,2015,IC50,B,1
MELJVOAVLZLNLL-UHFFFAOYSA-N,O=[N+]([O-])c1ccccc1OC1CCN(c2nccnn2)CC1,6.259637310505756,1,0.0,2015,2015,2015,IC50,B,1
PFTDBWKSVBQWLD-UHFFFAOYSA-N,CC1CN(c2nccnn2)CCC1Oc1cc(C(F)(F)F)ccc1Cl,6.259637310505756,1,0.0,2015,2015,2015,IC50,B,1
QWXMVJIXQUFDNT-UHFFFAOYSA-N,O=C(NCc1ccccc1)c1ncccc1NCC(=O)N1CCC(Oc2ccccc2Cl)CC1,6.251811972993799,1,0.0,2007,2007,2007,IC50,B,1
PDACCUWRIROUSQ-UHFFFAOYSA-N,O=C(O)Cn1nnc(-c2cc(OCCCOc3cc(F)ccc3Br)no2)n1,6.2492375912986855,2,1.6093447019020446,2012,2012,2012,IC50,B,1
IEQOHAXMMMRHNL-UHFFFAOYSA-N,O=C(O)CCc1cnc(NC(=O)c2ccc(CNc3ccccc3C(F)(F)F)cc2)s1,6.2441251443275085,1,0.0,2018,2018,2018,IC50,B,1
PSOBORQSDNHBBG-UHFFFAOYSA-N,COc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3ccccc3)nn2)CC1,6.243439164162727,2,0.373070169639399,2010,2010,2010,IC50,B,1
AHTHTZSSWIYCMO-UHFFFAOYSA-N,O=C(NCc1ccccc1)c1ccccc1NCC(=O)N1CCC(Oc2ccccc2Cl)CC1,6.236572006437063,1,0.0,2007,2007,2007,IC50,B,1
TZWBQCSHNHTYRV-UHFFFAOYSA-N,O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(-c2cccnc2)on1,6.229147988357855,1,0.0,2021,2021,2021,IC50,B,1
UOBSJRCSGINYIK-UHFFFAOYSA-N,O=C(NCC(O)c1cccnc1)c1ccc(N2CCC3(CC2)CCN(CCO)c2ccccc2O3)nn1,6.221848749616356,1,0.0,2011,2011,2011,IC50,B,1
SQWUULLGKKTQIS-UHFFFAOYSA-N,CC(C)c1cc(C(=O)Nc2cnn(Cc3ccccc3)c2)on1,6.221848749616356,1,0.0,2021,2021,2021,IC50,B,1
SNSYNTMEUZSUJK-UHFFFAOYSA-N,Cc1nc(-c2cncc(Cc3ccccc3)n2)sc1C(=O)NCc1ccccc1,6.209011524911184,1,0.0,2014,2014,2014,IC50,B,1
PTZIKDBJCFRPDZ-UHFFFAOYSA-N,COc1ccc2nc(NC(=O)c3ccc(Nc4ccccc4)cc3)sc2c1,6.2035786584344494,2,1.6305439231464374,2020,2020,2020,IC50,A;B,1
BHOBUXPHKZSABC-FQEVSTJZSA-N,COc1ccc2nc(NC(=O)c3ccc([C@@H](N)c4ccccc4)cc3)sc2c1,6.199513552156626,2,1.3511232436859753,2020,2020,2020,IC50,A;B,1
VEYLYUFAIWVHMJ-UHFFFAOYSA-N,Cc1cnnc(N2CCC(Oc3ccccc3Cl)CC2)n1,6.187086643357144,1,0.0,2015,2015,2015,IC50,B,1
CYTAKBDZAJHZGV-UHFFFAOYSA-N,CC1CN(c2nccnn2)CCC1Oc1cc(Cl)ccc1Cl,6.187086643357144,1,0.0,2015,2015,2015,IC50,B,1
WWBVCAKAKGRAPT-UHFFFAOYSA-N,FC(F)(F)c1ccc(Cl)c(OC2CCN(c3nccnn3)C2)c1,6.187086643357144,1,0.0,2015,2015,2015,IC50,B,1
VNZOYLVCXSIPLE-UHFFFAOYSA-N,Cc1nc(N2CCN(Cc3ccccc3)C2=O)sc1C(=O)NCc1ccncc1,6.1830961606243395,1,0.0,2014,2014,2014,IC50,B,1
AXJYGGLVVOCLNI-UHFFFAOYSA-N,CC(CNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1)c1ccccc1,6.180456064458131,1,0.0,2013,2013,2013,IC50,B,1
TXAFTVWJSAFODA-UHFFFAOYSA-N,O=C(c1cc(-c2ccncc2)on1)N1CC(c2ccccc2)C1,6.180456064458131,1,0.0,2021,2021,2021,IC50,B,1
BHSMUQNJVDRFKR-UHFFFAOYSA-N,COc1ccc2nc(NC(=O)c3ccc([N+](=O)[O-])cc3)sc2c1,6.174360993000928,2,0.8789606334989726,2020,2020,2020,IC50,A;B,1
WFOFPVXMPTVOTJ-UHFFFAOYSA-N,Cc1nnc(-c2ccc(N3CCC(Oc4cc(F)ccc4Cl)CC3)nn2)o1,6.173925197299173,1,0.0,2017,2017,2017,IC50,B,1
FCNRROILAPCDRL-UHFFFAOYSA-N,Cc1nc(-n2cc(Cc3ccccc3)nn2)sc1C(=O)NCc1ccccc1,6.170696227168975,1,0.0,2014,2014,2014,IC50,B,1
HBMLQKCIZBUCIU-UHFFFAOYSA-N,Cn1cc(-c2ccc(N3CCC(n4ccc5c(F)cccc54)CC3)nn2)cn1,6.168770306132936,1,0.0,2015,2015,2015,IC50,B,1
PFEGOQVRJUBECN-UHFFFAOYSA-N,CN1CCC2(CCN(c3ccc(C(=O)NCC(O)c4cccnc4)nn3)CC2)Oc2ccccc21,6.154901959985743,1,0.0,2011,2011,2011,IC50,B,1
HZEFCPMPXSPQIF-UHFFFAOYSA-N,O=C(Nc1nc2ccccc2s1)c1ccc(-c2ccccc2)cc1,6.154901959985743,1,0.0,2020,2020,2020,IC50,B,1
QBLMECODYJQHHH-UHFFFAOYSA-N,O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(-c2ccccn2)on1,6.154901959985743,1,0.0,2021,2021,2021,IC50,B,1
FCERPQDQSVNERQ-UHFFFAOYSA-N,O=C(O)Cn1nnc(-c2nnc(N3CCC4(CC3)CC(=O)c3ccccc3O4)s2)n1,6.149966742310231,1,0.0,2015,2015,2015,IC50,B,1
CROPIEGDJHLTST-UHFFFAOYSA-N,O=C(NCc1ccccn1)c1cc(-n2cnn(Cc3ccc(F)cc3)c2=O)n[nH]1,6.142667503568731,1,0.0,2015,2015,2015,IC50,B,1
RFPQSFCICWNNNL-UHFFFAOYSA-N,Cc1cccc(C(=O)Nc2nc3ccccc3s2)c1,6.136677139879544,1,0.0,2020,2020,2020,IC50,B,1
PPAPDAGBWCPVAF-UHFFFAOYSA-N,O=C(c1cc(-c2ccccc2)on1)N1CCN(c2ccccc2)CC1,6.136677139879544,1,0.0,2021,2021,2021,IC50,B,1
CTZLXTQEVUMJMU-UHFFFAOYSA-N,CC(C)(C)c1ccc2nc(-c3ccc(-c4ccccc4F)cc3)[nH]c2c1,6.13608262304214,1,0.0,2010,2010,2010,IC50,B,1
KGEGBYYBJVGGQI-UHFFFAOYSA-N,O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(C2COC2)on1,6.132532512140949,1,0.0,2021,2021,2021,IC50,B,1
BESDIJMOOGUNEC-UHFFFAOYSA-N,COc1ccc2nc(NC(=O)c3ccc(C(=O)N4CCCCC4)cc3)sc2c1,6.129818655252878,2,0.18359130290765724,2020,2020,2020,IC50,A;B,1
WXYKOSAXCPQDGN-UHFFFAOYSA-N,CCCCN1CCN(c2nc(C)c(C(=O)NCc3cccnc3)s2)C1=O,6.126098402135538,1,0.0,2014,2014,2014,IC50,B,1
WJJKHUYDDQZWEH-UHFFFAOYSA-N,FC(F)(F)c1ccccc1OC1CCN(c2nc3ncccc3s2)CC1,6.1220530483708115,1,0.0,2011,2011,2011,IC50,B,1
LFBACDLGCJVAMX-UHFFFAOYSA-N,NC(=O)c1cn(Cc2cc(Br)c(Br)c(Br)c2)nn1,6.119186407719209,1,0.0,2011,2011,2011,IC50,B,1
QHWTUKKWKMORTI-UHFFFAOYSA-N,Cc1csc(NC(=O)c2ccc(CNc3ccc(Cl)cc3)cc2)n1,6.119186407719209,1,0.0,2018,2018,2018,IC50,B,1
SLWPPOJXOVDYRG-UHFFFAOYSA-N,COC(=O)Nc1cnc(N2CCC(Oc3ccccc3C(F)(F)F)CC2)s1,6.110698297493689,1,0.0,2010,2010,2010,IC50,B,1
AMBCBOPNWFNGRX-UHFFFAOYSA-N,O=C(NCCc1ccccc1)c1ncccc1NCC(=O)N1CCC(Oc2ccccc2C(F)(F)F)CC1,6.107905397309519,1,0.0,2007,2007,2007,IC50,B,1
QRBORTBSPFTFBT-UHFFFAOYSA-N,O=C(O)Cc1cncc(-c2ccc(N3CCC(Oc4cc(F)ccc4Br)CC3)nn2)c1,6.107905397309519,1,0.0,2011,2011,2011,IC50,B,1
DIIHHZJGTKSBTH-UHFFFAOYSA-N,Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCCC1CC1,6.106238237942057,1,0.0,2014,2014,2014,IC50,B,1
HFTPWWWEDCJNRU-UHFFFAOYSA-N,Cc1ccc(Cn2cnc3ccc(NC(=O)OCc4ccccc4)cc3c2=O)cc1C,6.102372908709558,1,0.0,2009,2009,2009,IC50,B,1
MICGRTLHXGYMDR-UHFFFAOYSA-N,O=C(NCCc1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)cc1,6.086186147616283,1,0.0,2010,2010,2010,IC50,B,1
WIDMBOPKLMRSFC-UHFFFAOYSA-N,COc1ccc(C(=O)N(C)c2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCO,6.081969663215119,1,0.0,2009,2009,2009,IC50,B,1
RFEDIUPOYRAACU-UHFFFAOYSA-N,COc1ccc2nc(NC(=O)c3ccc(OCc4ccccc4)cc3)sc2c1,6.068041311521069,2,1.8363424979752505,2020,2020,2020,IC50,A;B,1
DKUXIOHAIPEDEC-UHFFFAOYSA-N,O=C(c1cc(-c2ccc3c(c2)OCO3)on1)N1CC(c2cccc(F)c2)C1,6.062482107982653,1,0.0,2021,2021,2021,IC50,B,1
HDBOHAFZZFIARA-UHFFFAOYSA-N,COc1ccc(C(=O)Nc2ncc(C(O)c3cccc(C(F)(F)F)c3)s2)cc1OCCO,6.053547734986926,1,0.0,2009,2009,2009,IC50,B,1
SVTBUTPWEOUGGT-UHFFFAOYSA-N,O=C(O)Cn1nnc(-c2nnc(N3CCC(Oc4cc(F)ccc4Br)CC3)s2)n1,6.043831569524636,1,0.0,2011,2011,2011,IC50,B,1
GOWJXFXDCTYGBW-UHFFFAOYSA-N,COc1cccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)c1,6.0385789059335515,1,0.0,2009,2009,2009,IC50,B,1
MAALNCIWVRSQCA-UHFFFAOYSA-N,Cn1cc(-c2ccc(N3CCC(n4nnc5ccccc54)CC3)nn2)cn1,6.027334407733889,1,0.0,2015,2015,2015,IC50,B,1
WAQGCAIWRVWZEO-UHFFFAOYSA-N,COC1(c2cc(C(=O)Nc3cnn(Cc4ccccc4)c3)no2)CCC1,6.026872146400301,1,0.0,2021,2021,2021,IC50,B,1
ZDLJGSZDJWXELF-UHFFFAOYSA-N,Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(N)=O,6.0245681914907365,1,0.0,2015,2015,2015,IC50,B,1
BOINOOJVPIKLSZ-UHFFFAOYSA-N,O=C(O)Cn1nnc(-c2cnc(OCCCOc3cc(OC(F)(F)F)ccc3Br)s2)n1,6.013676222949234,1,0.0,2012,2012,2012,IC50,B,1
LIXWEHRBNXAJQM-UHFFFAOYSA-N,N#Cc1ccc(-c2cc(C(=O)Nc3cnn(Cc4ccccc4)c3)no2)cc1,6.008773924307505,1,0.0,2021,2021,2021,IC50,B,1
XWMYAKWYAWAMPO-UHFFFAOYSA-N,Cc1ncc(-c2cc(C(=O)Nc3cnn(Cc4cccc(F)c4)c3)no2)o1,6.00436480540245,1,0.0,2021,2021,2021,IC50,B,1
UTVXGMXIEZCHNS-UHFFFAOYSA-N,NS(=O)(=O)c1cnc(N2CCC(Oc3ccccc3C(F)(F)F)CC2)s1,5.991825815993574,1,0.0,2010,2010,2010,IC50,B,1
KHZYPVIQTUBFJE-UHFFFAOYSA-N,CCCCCCCNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,5.958607314841775,1,0.0,2013,2013,2013,IC50,B,1
FESSLFCHRGAANQ-UHFFFAOYSA-N,COc1ccc(C(=O)Nc2nc3ccc(OC)cc3s2)cc1,5.958607314841775,1,0.0,2020,2020,2020,IC50,B,1
JOLGFTHCESKVEO-UHFFFAOYSA-N,CC(=O)c1cc(C(=O)Nc2cnn(Cc3cccc(F)c3)c2)no1,5.958607314841775,1,0.0,2021,2021,2021,IC50,B,1
YBNHIXIOLBFOOE-UHFFFAOYSA-N,O=C(O)c1cccc(-c2ccc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)nn2)c1,5.953504835665292,1,0.0,2011,2011,2011,IC50,B,1
CACZFXNLHCSKAL-UHFFFAOYSA-N,COc1ccc2nc(NC(=O)c3ccc(N)cc3)sc2c1,5.947074662807428,2,1.823624632005109,2020,2020,2020,IC50,A;B,1
YYLZEIUVJBDDJF-UHFFFAOYSA-N,O=C(Nc1ccc(Oc2cccnc2)c(C(=O)NCc2ccc(Cl)c(Cl)c2)c1)OCc1ccccc1,5.939302159646388,1,0.0,2009,2009,2009,IC50,B,1
ONAJXVCYMGATIT-UHFFFAOYSA-N,O=C(NCc1nccs1)c1ccc2[nH]c(-c3ccc(Oc4ccccc4Cl)cc3)nc2c1,5.935542010773082,1,0.0,2013,2013,2013,IC50,B,1
VMDYSIORBHDRQP-UHFFFAOYSA-N,O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(-c2ncccc2F)on1,5.920818753952375,1,0.0,2021,2021,2021,IC50,B,1
JGRMUIIVSDKLCZ-UHFFFAOYSA-N,COc1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1,5.914352711703144,1,0.0,2009,2009,2009,IC50,B,1
QGBKZJBVPXFYGH-UHFFFAOYSA-N,COc1ccc2sc(NC(=O)c3ccc([N+](=O)[O-])cc3)nc2c1,5.914136773173384,2,0.9256020166704629,2020,2020,2020,IC50,A;B,1
PEDJHCMYIVIMPX-UHFFFAOYSA-N,CCS(=O)(=O)c1ccc2nc(-c3ccc(-c4ccccc4F)cc3)[nH]c2c1,5.883392256011751,1,0.0,2010,2010,2010,IC50,B,1
RWXHNRBFFHRSLQ-UHFFFAOYSA-N,O=C(NCc1ccc(Cl)s1)c1ccc2[nH]c(-c3ccc(Oc4ccccc4Cl)cc3)nc2c1,5.866461091629782,1,0.0,2013,2013,2013,IC50,B,1
VAHVWEIUWRWGMO-UHFFFAOYSA-N,O=C(Nc1ccncc1)c1ccc(COc2ccccc2Cl)cc1,5.853871964321762,1,0.0,2018,2018,2018,IC50,B,1
HZJOQDIJBARWDQ-UHFFFAOYSA-N,COc1cc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)ccc1OCCN1CCOCC1,5.85325198636936,1,0.0,2009,2009,2009,IC50,B,1
KFNLQPPLNYTFSC-UHFFFAOYSA-N,Cc1nc(-n2ccc(C(F)(F)F)cc2=O)sc1C(=O)NCc1ccccc1,5.821023052706831,1,0.0,2014,2014,2014,IC50,B,1
RHPXWRYYGZAEAP-UHFFFAOYSA-N,O=C(c1cc(-c2ccc3c(c2)OCO3)on1)N1CC(c2ccccc2)C1,5.804100347590767,1,0.0,2021,2021,2021,IC50,B,1
MKBVUBPZHVXUHQ-UHFFFAOYSA-N,C#Cc1cc(C(=O)Nc2cnn(Cc3cccc(F)c3)c2)no1,5.795880017344075,1,0.0,2021,2021,2021,IC50,B,1
YUHHIMVJGVOQJM-UHFFFAOYSA-N,O=C(c1cc(-c2ccc(F)cn2)on1)N1CC(c2ccccc2)C1,5.795880017344075,1,0.0,2021,2021,2021,IC50,B,1
JSOGDVANKKEGRE-UHFFFAOYSA-N,COc1ccc(-c2nc3cnc(NCc4ccc(Cl)c(Cl)c4)nc3n(CCNS(C)(=O)=O)c2=O)cc1,5.777283528852417,1,0.0,2009,2009,2009,IC50,B,1
KMQBABMBEFDUTM-UHFFFAOYSA-N,Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCC1CC1,5.771599641296995,1,0.0,2014,2014,2014,IC50,B,1
NMXNGDRZMHTXDQ-UHFFFAOYSA-N,CS(=O)(=O)c1ccc2nc(-c3ccc(-c4ccoc4)cc3)[nH]c2c1,5.768275616671484,1,0.0,2010,2010,2010,IC50,B,1
GOKOILBJPWVKQU-UHFFFAOYSA-N,O=C(Nc1nc2ccccc2s1)c1ccc([N+](=O)[O-])cc1,5.755724641749778,2,1.553014837065002,2020,2020,2020,IC50,A;B,1
LELDXIXNROTYAC-UHFFFAOYSA-N,CS(=O)(=O)c1ccc2nc(-c3ccc(-c4ccccn4)cc3)[nH]c2c1,5.75448733218585,1,0.0,2010,2010,2010,IC50,B,1
VQDGJZNIRTTYKE-UHFFFAOYSA-N,Cc1nn(Cc2ccccc2)cc1NC(=O)c1cc(-c2ccccc2)on1,5.73754891026957,1,0.0,2021,2021,2021,IC50,B,1
XCOGDUQHGXZRBZ-UHFFFAOYSA-N,O=C(c1cc(-c2ccccc2)on1)N1CC(CCl)(CNc2ccccc2)C1,5.730487055782084,1,0.0,2021,2021,2021,IC50,B,1
LHQOEJHESJBERR-UHFFFAOYSA-N,Cc1nc(-c2noc(Cc3ccccc3)n2)sc1C(=O)NCc1ccccc1,5.71556926615548,1,0.0,2014,2014,2014,IC50,B,1
USNMRCHOYBFQQS-OAHLLOKOSA-N,O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(N2CC[C@@H](O)C2)on1,5.698970004336019,1,0.0,2021,2021,2021,IC50,B,1
NWSZMBDPBUPCIO-UHFFFAOYSA-N,C#CCOc1ccc(C(=O)c2ccc(C(=O)Nc3nc4ccc(OC)cc4s3)cc2)cc1,5.697347476929445,2,1.6810886310113256,2020,2020,2020,IC50,A;B,1
KZFYPQVFULYDPI-UHFFFAOYSA-N,O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(-c2ccccn2)on1,5.690369832574101,1,0.0,2021,2021,2021,IC50,B,1
DWXRGOPEKBFEDL-UHFFFAOYSA-N,COc1cc2sc(NC(=O)c3ccc(C(=O)c4ccccc4)cc3)nc2cc1Br,5.687910537125989,2,0.7449506098348045,2020,2020,2020,IC50,A;B,1
OHMBEUUABMUSQV-UHFFFAOYSA-N,C#CCNC(=O)c1ccc(C(=O)Nc2nc3ccc(OC)cc3s2)cc1,5.668621084159213,2,1.8828541194396287,2020,2020,2020,IC50,A;B,1
GNHDSIPBZINXQG-UHFFFAOYSA-N,COc1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCC(C)O,5.665144310382709,1,0.0,2009,2009,2009,IC50,B,1
ZLESCZTUYINREP-GOSISDBHSA-N,Cc1nc(N2C[C@@H](Cc3ccccc3)NC2=O)sc1C(=O)NCc1ccccc1,5.662540738709344,1,0.0,2014,2014,2014,IC50,B,1
JSKCBBJNQMKSTI-UHFFFAOYSA-N,Cc1cnc(CNC(=O)c2ccc(N3CCN(C(=O)c4ccccc4C(F)(F)F)CC3)nn2)cn1,5.648010544564368,1,0.0,2013,2013,2013,IC50,B,1
FMHBOXDGWUJYGP-UHFFFAOYSA-N,CS(=O)(=O)c1ccc2nc(-c3ccc(-c4ccc(O)cc4)cc3)[nH]c2c1,5.63339028960757,1,0.0,2010,2010,2010,IC50,B,1
HLTZCMCWHWUHJJ-UHFFFAOYSA-N,O=C(NCCC1CC1)c1ccc2[nH]c(-c3ccc(Oc4ccccc4Cl)cc3)nc2c1,5.630784142589857,1,0.0,2013,2013,2013,IC50,B,1
QKWLRODKIRAAQF-UHFFFAOYSA-N,CC(C)CCNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)cn1,5.619788758288394,1,0.0,2013,2013,2013,IC50,B,1
AUMGRXRGVZVLTD-UHFFFAOYSA-N,O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(-c2ccncc2)on1,5.617982957425132,1,0.0,2021,2021,2021,IC50,B,1
STTTWRHBLPZGHA-UHFFFAOYSA-N,O=C(O)c1cncc(-c2ccc(N3CCC(Oc4cc(F)ccc4Br)CC3)nc2)c1,5.617622696531886,1,0.0,2011,2011,2011,IC50,B,1
LUBIGWIZKPNYAR-UHFFFAOYSA-N,COc1ccc(Cl)c(N2CC3CN(c4ncc(-c5nnn(CC(=O)O)n5)s4)CC3C2)c1,5.610833915635467,1,0.0,2012,2012,2012,IC50,B,1
ZEJRGJKYGUNDPO-UHFFFAOYSA-N,COc1ccc(-c2nc3ccc(NCc4ccc(C(F)(F)F)cc4)nc3n(CCNC(C)=O)c2=O)cc1,5.6020599913279625,1,0.0,2009,2009,2009,IC50,B,1
XRRGXLPXVXJOOD-UHFFFAOYSA-N,COc1ccc2nc(NC(=O)c3ccc(C(=O)N4CCOCC4)cc3)sc2c1,5.6020599913279625,1,0.0,2020,2020,2020,IC50,B,1
POOHHJFOXPYZBG-UHFFFAOYSA-N,O=C(c1cc(-c2ccncn2)on1)N1CC(Cc2ccccc2)C1,5.6020599913279625,1,0.0,2021,2021,2021,IC50,B,1
BKFXBZYLQGXCNC-UHFFFAOYSA-N,Cc1nc(-n2ccccc2=O)sc1C(=O)NCc1ccccc1,5.595850750790305,1,0.0,2014,2014,2014,IC50,B,1
FNDFGNMCQOJEDG-UHFFFAOYSA-N,COc1cccc(C(=O)Nc2nc3ccc(OC)cc3s2)c1,5.593209505715904,2,1.2946118249830736,2020,2020,2020,IC50,A;B,1
ILZYZWRBEDSLMR-UHFFFAOYSA-N,O=C(c1cc(-c2ccco2)on1)N1CC(c2ccccc2)C1,5.59176003468815,1,0.0,2021,2021,2021,IC50,B,1
CTBMGYGHXFJGEB-UHFFFAOYSA-N,Cc1nc(-n2ccc(-c3ccccc3)cc2=O)sc1C(=O)NCc1ccccc1,5.588717086982616,1,0.0,2014,2014,2014,IC50,B,1
CBKLMRDZFFLXSZ-UHFFFAOYSA-N,O=C(c1cc(-c2ccccn2)on1)N1CC(c2ccccc2)C1,5.583359492661719,1,0.0,2021,2021,2021,IC50,B,1
XNDFTRNFNLLUBC-UHFFFAOYSA-N,Cc1nc(NC(=O)Cc2ccccc2)sc1C(=O)NCc1ccccc1,5.572351628813067,1,0.0,2014,2014,2014,IC50,B,1
BATNUQRJIVXLQP-UHFFFAOYSA-N,O=C(O)CCCc1csc(NC(=O)c2ccc(CNc3ccccc3C(F)(F)F)cc2)n1,5.568636235841012,1,0.0,2018,2018,2018,IC50,B,1
