inchikey,year,standard_type,pAct
ACIKAIVCJBOQAN-UHFFFAOYSA-N,2016,Ki,6.657577
ACKGCCXJFAZCFF-UHFFFAOYSA-N,2006,Ki,8.443697
ACKGCCXJFAZCFF-UHFFFAOYSA-N,2006,EC50,6.958607
ACKJXZGTUCARLB-KNQAVFIVSA-N,2016,Ki,8.400008
ACKJXZGTUCARLB-UGKGYDQZSA-N,2016,Ki,7.450016
ACOHJTDLJUVDNX-AQYVVDRMSA-N,1997,Ki,8.301030
ACOZPXLCYUQMHS-UHFFFAOYSA-N,2018,IC50,7.591760
ACOZPXLCYUQMHS-UHFFFAOYSA-N,2020,Ki,8.779892
ACRDOIMNOGBPSA-UHFFFAOYSA-N,2005,Ki,7.602060
ACRMNEFOWLXFLY-UHFFFAOYSA-N,2008,Ki,7.400008
ACTVOFFLDWZANE-NSISKUIASA-N,2005,Ki,7.075721
ACUOSRXKTFDQLE-IOWSJCHKSA-N,2023,Ki,6.954677
ACUOSRXKTFDQLE-IOWSJCHKSA-N,2023,EC50,7.599980
ACUOSRXKTFDQLE-IOWSJCHKSA-N,2023,EC50,7.595166
ACUOSRXKTFDQLE-IOWSJCHKSA-N,2023,IC50,5.530000
ACUOSRXKTFDQLE-IOWSJCHKSA-N,2023,EC50,5.528415
ADAZZWTYEBRRHE-UHFFFAOYSA-N,2009,Ki,5.214670
ADCYPKNNPPDYMB-ORQYLMBXSA-N,2022,Ki,9.318759
ADDKZOUNFAZVBP-DZNWXHPMSA-N,2020,Ki,7.665546
ADDKZOUNFAZVBP-DZNWXHPMSA-N,2021,Ki,7.677781
ADDKZOUNFAZVBP-NVNZTLJMSA-N,2021,Ki,7.508638
ADDORVGWJJXKFK-AFARHQOCSA-N,2013,Ki,7.158641
ADETWEPXXIGKFW-UHFFFAOYSA-N,2009,Ki,6.109998
ADGRZRHCVXPKAN-UHFFFAOYSA-N,2016,Ki,9.480172
ADKPDCJUAOTYGJ-UHFFFAOYSA-N,2019,Ki,6.070581
ADQYVAWNTXPENQ-XIJSCUBXSA-O,2015,Ki,8.481486
ADUUVPPWHWVJFK-UHFFFAOYSA-N,2015,Ki,8.327902
ADUUVPPWHWVJFK-UHFFFAOYSA-N,2015,Ki,8.266001
ADUYXHYSTCIMEO-UHFFFAOYSA-N,2016,Ki,7.275724
ADUYXHYSTCIMEO-UHFFFAOYSA-N,2016,Ki,7.299989
AEGDITSWVZEWFA-UHFFFAOYSA-N,2016,Ki,6.568636
AEKRAVIJSVJVBT-UHFFFAOYSA-N,2007,Ki,6.542118
AEKRAVIJSVJVBT-UHFFFAOYSA-N,2021,Ki,6.542118
AENHFZZMNBETCL-UHFFFAOYSA-N,2016,Ki,9.700057
AENHFZZMNBETCL-UHFFFAOYSA-N,2019,Ki,9.649752
AENHFZZMNBETCL-UHFFFAOYSA-N,2020,Ki,9.649752
AENWLGXTORARIE-UHFFFAOYSA-N,2015,Ki,8.701147
AENWLGXTORARIE-UHFFFAOYSA-N,2015,EC50,7.795880
AENWLGXTORARIE-UHFFFAOYSA-N,2015,IC50,7.229148
AEQDJSLRWYMAQI-KRWDZBQOSA-N,2017,Ki,5.862963
AEQDJSLRWYMAQI-KRWDZBQOSA-N,2024,Ki,5.847712
AERWLNZHDGJKMO-MRXNPFEDSA-N,2002,Ki,7.468521
AETUYXZHZRTKMP-UHFFFAOYSA-N,2016,Ki,5.776764
AEUDDHALUDWNEZ-UHFFFAOYSA-N,2010,Ki,7.299989
AEVXOGLKVVRZCX-UHFFFAOYSA-N,2007,Ki,5.919374
AEXFOTSQBUVBKJ-PGRDOPGGSA-N,2010,Ki,9.199971
AEXGGULFDFKXQV-SFFZADGDSA-N,2022,Ki,8.537602
AFKRYMMWFODFAD-CSKARUKUSA-N,2000,Ki,8.400008
AFKRYMMWFODFAD-CSKARUKUSA-N,1999,Ki,8.400008
AFLPJFUVXSSHKS-UHFFFAOYSA-N,2002,Ki,6.607303
AFLWHRXREOAJGY-UHFFFAOYSA-N,2022,Ki,6.015293
AFNXATANNDIXLG-UHFFFAOYSA-N,,IC50,5.508078
AFNXATANNDIXLG-UHFFFAOYSA-N,,Ki,5.977159
AFRMZBRXLCZGJQ-UHFFFAOYSA-N,2017,Ki,7.568636
AFRMZBRXLCZGJQ-UHFFFAOYSA-N,2018,Ki,7.568636
AFRXCTUPOJKNDG-UHFFFAOYSA-N,2020,Ki,5.365523
AFTMDSQMJPSVNL-UHFFFAOYSA-N,2002,Ki,7.221849
AFUIBDRITZEBAF-UHFFFAOYSA-N,2009,Ki,9.267606
AFUKYYCEJQNSBL-IYARVYRRSA-N,2020,Ki,9.537602
AFUKYYCEJQNSBL-IYARVYRRSA-N,2022,Ki,9.537602
AFUSDDXNVRXJFU-KJDSRRNHSA-N,2023,Ki,10.022276
AFWAVLNIGSUCHI-HNNXBMFYSA-N,2016,Ki,5.657577
AFWAVLNIGSUCHI-OAHLLOKOSA-N,2016,Ki,6.214670
AFYFGCAEDGKSJG-UHFFFAOYSA-N,2010,Ki,7.100015
AFZSMODLJJCVPP-UHFFFAOYSA-N,,IC50,6.070070
AFZSMODLJJCVPP-UHFFFAOYSA-N,,Ki,6.539102
AGHXSXMZVMLSGU-UHFFFAOYSA-N,2008,Ki,8.299989
AGMWTWZTMQSDHF-UHFFFAOYSA-N,2006,Ki,5.113509
AGPVWRLINFFKSF-UHFFFAOYSA-N,2020,Ki,6.950782
AGQAAIRBRCRFGB-UHFFFAOYSA-N,1996,Ki,7.599980
AGUIOVNIFLIHLU-UHFFFAOYSA-N,2021,Ki,6.267606
AGUZAIMBKPZTGP-UHFFFAOYSA-N,2005,Ki,9.275724
AGVNHDNTFYHZNL-QGZVFWFLSA-N,1998,Ki,5.400000
AGZPZBJIQLGGOQ-UHFFFAOYSA-N,2007,Ki,6.323306
AGZZUNBFSOFXTB-JIBACQESSA-N,2014,Ki,7.996971
AGZZUNBFSOFXTB-JIBACQESSA-N,2014,Ki,7.996971
AHJHJVULSVKBEA-WGSAOQKQSA-N,2016,Ki,10.251812
AHSLTJCTFBJCMT-CQSZACIVSA-N,1994,Ki,6.009661
AHTVKTAOAOXKMG-UHFFFAOYSA-N,2008,Ki,7.000000
AHVVCJSEQJZGNV-UHFFFAOYSA-N,1999,Ki,5.522879
AHYUXDAZVIOABZ-UHFFFAOYSA-N,1997,Ki,7.769551
AIANRSPJEBRESY-UHFFFAOYSA-N,2017,Ki,5.552842
AIBSVCNXTNBLRF-NRFANRHFSA-N,2009,Ki,5.880744
AIBTZGIRNIYBBE-OWOJBTEDSA-N,2017,EC50,7.422508
AIBTZGIRNIYBBE-OWOJBTEDSA-N,2017,EC50,7.698970
AIBTZGIRNIYBBE-OWOJBTEDSA-N,2017,EC50,7.700057
AIBTZGIRNIYBBE-OWOJBTEDSA-N,2020,EC50,7.422508
AICFPAVUBCPJDG-SAABIXHNSA-N,2013,Ki,7.906578
AICFPAVUBCPJDG-SAABIXHNSA-N,2013,Ki,7.906578
AIDTVWDAJAVXLC-AATRIKPKSA-N,2011,Ki,7.860121
AIEYTUOHPYHFSW-UHFFFAOYSA-N,2020,EC50,7.481486
AIEYTUOHPYHFSW-UHFFFAOYSA-N,2023,EC50,7.481486
AIEYTUOHPYHFSW-UHFFFAOYSA-N,2023,EC50,7.481486
AIFZEYXRSJHTOL-UHFFFAOYSA-N,2019,Ki,5.823909
AIJCIPNKOAOKBN-UHFFFAOYSA-N,2010,Ki,6.879426
AIJIQCBYMBZLJD-UHFFFAOYSA-N,2001,Ki,7.096910
AIKAECUQHAATGN-UHFFFAOYSA-N,1998,Ki,5.571541
AIXVGZUOFPCOMV-IXCJQBJRSA-N,1998,Ki,6.199998
AIXVGZUOFPCOMV-XCZPVHLTSA-N,1998,Ki,9.000000
AIXVGZUOFPCOMV-XCZPVHLTSA-N,2003,Ki,9.000000
AIYDXOYEOAYSGJ-MJGBDJQUSA-N,2021,Ki,8.481486
AIYKVNCJQXICKY-UHFFFAOYSA-N,2021,Ki,6.420216
AJADIMFRRRXJAI-UHFFFAOYSA-N,2019,Ki,5.188425
AJADIMFRRRXJAI-UHFFFAOYSA-N,2019,EC50,5.196953
AJBBNBBBDUCRTB-UHFFFAOYSA-N,2008,Ki,8.100015
AJEQJTPMMJPNLR-GHTZIAJQSA-N,2019,Ki,9.040005
AJEQJTPMMJPNLR-GHTZIAJQSA-N,2020,Ki,9.040005
AJEQJTPMMJPNLR-NQIIRXRSSA-N,2019,Ki,8.270026
AJEQJTPMMJPNLR-NQIIRXRSSA-N,2020,Ki,8.270026
AJEQJTPMMJPNLR-UHFFFAOYSA-N,2016,Ki,9.400008
AJEQJTPMMJPNLR-UHFFFAOYSA-N,2016,Ki,9.400008
AJEQJTPMMJPNLR-UHFFFAOYSA-N,2016,Ki,9.500038
AJEQJTPMMJPNLR-UHFFFAOYSA-N,2019,Ki,8.560667
AJEQJTPMMJPNLR-UHFFFAOYSA-N,2020,Ki,8.560667
AJHTXXXNOZVOOI-HSZRJFAPSA-N,1996,Ki,8.199971
AJIGPZIDDACLTM-UHFFFAOYSA-N,2014,Ki,8.522879
AJKOTVCMUKNUGM-UHFFFAOYSA-N,2016,Ki,7.040959
AJKOTVCMUKNUGM-UHFFFAOYSA-N,2016,Ki,7.040005
AJKWTVBJXNYTPH-FVUUGDKNSA-N,2023,Ki,10.091515
AJNIRLYKPAIXJT-UHFFFAOYSA-N,2015,Ki,8.187087
AJNRYBGLAQDAEO-DYVFJYSZSA-N,2010,Ki,6.199998
AJQHTFDOWXUHQW-UHFFFAOYSA-N,2007,Ki,6.991400
AKAZDIQCZSDVHY-YLJYHZDGSA-N,2021,Ki,8.181774
AKCNULBSNJJBDL-UHFFFAOYSA-N,2023,Ki,5.879426
AKCNULBSNJJBDL-UHFFFAOYSA-N,2023,IC50,4.889410
AKMKMWQSLNWMNJ-UHFFFAOYSA-N,2009,Ki,7.474955
AKOUANOAMJNPBZ-GJIFKWMDSA-N,2014,Ki,8.510042
AKOUANOAMJNPBZ-GJIFKWMDSA-N,2014,Ki,8.510042
AKQWVRLMOLBNQU-UHFFFAOYSA-N,2021,IC50,4.630000
AKTVMLWMKKIHMI-UHFFFAOYSA-N,2020,Ki,7.259637
AKUFOSYLIYVIGY-UHFFFAOYSA-N,2017,Ki,7.707744
AKUFOSYLIYVIGY-UHFFFAOYSA-N,2019,Ki,7.707744
ALBWWALSEOWKRA-UHFFFAOYSA-N,2003,Ki,6.167491
ALJNGMYHXPZTTG-WGSAOQKQSA-N,2013,Ki,7.667562
ALJVVUIFWXGXTR-UHFFFAOYSA-N,1997,Ki,6.459671
ALLUIYWATYVDFM-MXVIHJGJSA-N,2014,Ki,8.853872
ALLUIYWATYVDFM-MXVIHJGJSA-N,2014,Ki,8.853872
ALLYNSCMTRSFNH-UHFFFAOYSA-N,2008,Ki,5.657577
ALMQVQFFGPSBDJ-KJDSRRNHSA-N,2023,Ki,9.387216
ALPMTMYCYHOFLH-TZIWHRDSSA-N,2021,Ki,7.195179
ALPOWWDAVMFBEC-UHFFFAOYSA-N,2019,Ki,6.509999
ALTKABGEMCJWJH-UHFFFAOYSA-N,2016,Ki,6.919987
AMADNKXMEDYTCS-UHFFFAOYSA-N,2010,Ki,7.000000
AMBHQWIFPINWOO-SKPFHBQLSA-N,2021,Ki,7.756962
AMCLEKXUPLBXGM-YEMPIKNUSA-N,2014,Ki,8.560667
AMCLEKXUPLBXGM-YEMPIKNUSA-N,2014,Ki,8.560667
AMDRAFDQLSKJMW-UHFFFAOYSA-N,2010,Ki,7.275724
AMFZVTYRKIIUHJ-OWWJJEGGSA-N,2023,Ki,9.721246
AMIGTUQPTNLQHG-UHFFFAOYSA-N,2016,Ki,7.500038
AMIGTUQPTNLQHG-UHFFFAOYSA-N,2019,Ki,7.500313
AMIGTUQPTNLQHG-UHFFFAOYSA-N,2020,Ki,7.500313
AMJCGARHMZJBKQ-UHFFFAOYSA-N,2011,Ki,9.920819
AMJCGARHMZJBKQ-UHFFFAOYSA-N,2011,EC50,8.552842
AMKQYZPSQCPQGB-UHFFFAOYSA-N,2012,Ki,9.522879
ANCQWHLMXBDLTA-UHFFFAOYSA-N,2017,EC50,7.769551
ANCQWHLMXBDLTA-UHFFFAOYSA-N,2017,EC50,7.154902
ANCQWHLMXBDLTA-UHFFFAOYSA-N,2017,EC50,7.150028
ANDAVALYLUYQOC-UHFFFAOYSA-N,2016,Ki,9.006564
ANDAVALYLUYQOC-UHFFFAOYSA-N,2016,EC50,6.707744
ANDAVALYLUYQOC-UHFFFAOYSA-N,2016,IC50,6.638272
ANGUXJDGJCHGOG-UHFFFAOYSA-N,2010,Ki,6.699992
ANNLFDUPFAFPFH-UHFFFAOYSA-N,2023,Ki,5.638272
ANOQJCMMWZANCH-UHFFFAOYSA-N,2014,Ki,8.455932
ANPBPMHGXDWYNM-AZUAARDMSA-N,2019,Ki,7.289883
ANPBPMHGXDWYNM-AZUAARDMSA-N,2020,Ki,7.289883
ANPBPMHGXDWYNM-UHFFFAOYSA-N,2019,Ki,7.100179
ANPBPMHGXDWYNM-UHFFFAOYSA-N,2020,Ki,7.100179
ANQRPBNHSKJQGO-KRWDZBQOSA-N,2017,Ki,7.508638
ANTOILZBKKIMIM-UHFFFAOYSA-N,2016,Ki,6.900009
ANUOVSVJABNEPR-AQYVVDRMSA-N,2020,Ki,9.602060
ANUOVSVJABNEPR-AQYVVDRMSA-N,2022,Ki,9.602060
ANYPUOSSIOCSJC-UHFFFAOYSA-N,2007,Ki,8.899974
AODRELZHCYHJFT-XLIONFOSSA-N,2021,Ki,7.424812
AODRELZHCYHJFT-XLIONFOSSA-N,2021,Ki,7.430041
AODRELZHCYHJFT-XLIONFOSSA-N,2021,EC50,7.010328
AODRELZHCYHJFT-XLIONFOSSA-N,2021,EC50,7.010017
AODRELZHCYHJFT-XLIONFOSSA-N,2021,EC50,7.427709
AODRELZHCYHJFT-XLIONFOSSA-N,2021,EC50,7.430041
AOEZTGSRIVCHEA-UHFFFAOYSA-N,2020,EC50,6.809668
AOEZTGSRIVCHEA-UHFFFAOYSA-N,2023,EC50,6.809668
AOMCGXSEEARDEI-FXBOJIBUSA-N,2000,Ki,7.700057
AOMZLKZZYNTVAW-UHFFFAOYSA-N,2011,Ki,6.387216
AOMZLKZZYNTVAW-UHFFFAOYSA-N,2011,Ki,6.481486
AOOSJYIINXVNHV-UHFFFAOYSA-N,2024,Ki,6.174652
AOWKBRDSGSHTGO-IRJFHVNHSA-N,2014,Ki,8.044312
AOWKBRDSGSHTGO-IRJFHVNHSA-N,2014,Ki,8.044312
APANCCIVVADHPY-UHFFFAOYSA-N,2014,Ki,6.657577
APDUBUJHUYQKMX-UHFFFAOYSA-N,2014,Ki,6.449772
APDUBUJHUYQKMX-UHFFFAOYSA-N,2014,Ki,6.450004
APECYVWEUYUQKJ-UHFFFAOYSA-N,2020,EC50,7.876148
APECYVWEUYUQKJ-UHFFFAOYSA-N,2023,EC50,7.876148
APIFLWWBMVHSHA-KRWDZBQOSA-N,2017,Ki,6.709965
APMOACCZLSVUQN-MDZDMXLPSA-N,1995,Ki,8.045757
APNJSCJYYJPREB-CMDGGOBGSA-N,2003,Ki,9.193820
APOMSSAGEAOUGO-UHFFFAOYSA-N,1999,IC50,6.920819
APOXKSCRLNZDPC-UHFFFAOYSA-N,2002,Ki,6.142668
APQHSBNBSWHBSZ-KESTWPANSA-N,2022,Ki,10.086186
APQWXABKECJSIH-UHFFFAOYSA-N,2021,IC50,5.220000
APRSYGAYLCLFDY-CYWCHRQTSA-N,2014,Ki,8.494036
APRSYGAYLCLFDY-CYWCHRQTSA-N,2014,Ki,8.494036
APSWOEYPVXOOHK-UHFFFAOYSA-N,1997,Ki,6.015023
APSWOEYPVXOOHK-UHFFFAOYSA-N,2021,Ki,6.015023
APXWTOJVYSVWJO-UHFFFAOYSA-N,2016,Ki,7.299989
APXWTOJVYSVWJO-UHFFFAOYSA-N,2019,Ki,7.329754
APXWTOJVYSVWJO-UHFFFAOYSA-N,2020,Ki,7.329754
AQCPIJGBSDFUKW-CVKSISIWSA-N,2017,Ki,9.455932
AQCPIJGBSDFUKW-CVKSISIWSA-N,2017,Ki,9.408935
AQEGXNBQOSKLDA-UHFFFAOYSA-N,2017,Ki,7.821023
AQEGXNBQOSKLDA-UHFFFAOYSA-N,2018,Ki,7.821023
AQHZNVAMLJSYRQ-UHFFFAOYSA-N,2009,Ki,5.508638
AQINCVNJJDJAMA-UHFFFAOYSA-N,2016,Ki,8.700057
AQINCVNJJDJAMA-UHFFFAOYSA-N,2019,Ki,8.649752
AQINCVNJJDJAMA-UHFFFAOYSA-N,2020,Ki,8.649752
AQKFTLWWZGTUKW-FPYGCLRLSA-N,1994,Ki,8.657577
AQKLZOVNXYAGDW-UHFFFAOYSA-N,2017,Ki,7.056011
AQKLZOVNXYAGDW-UHFFFAOYSA-N,2018,Ki,7.056011
AQLFNWINMCVDSP-QAQDUYKDSA-N,2023,Ki,8.623423
AQPYEVVJFZDJNJ-AWEZNQCLSA-N,2009,Ki,7.100015
AQPYEVVJFZDJNJ-AWEZNQCLSA-N,2009,Ki,7.100015
AQQFXOLTZFTABW-UHFFFAOYSA-N,2009,Ki,6.826814
AQUFNTHIVYHWCM-UHFFFAOYSA-N,2022,Ki,5.673808
AQZKOCOTDHBMJV-HNNHSTSXSA-N,2001,Ki,8.100015
AREYZFZATPKFNP-UHFFFAOYSA-N,2010,Ki,9.599980
ARLJJBVYIOLHMS-UHFFFAOYSA-N,2020,Ki,7.625252
AROFXNYQCSFIME-AOYPEHQESA-N,2019,Ki,6.212540
ARSLLTCMIOZESX-PNYWAOBFSA-N,2016,Ki,8.059982
ARSLLTCMIOZESX-PNYWAOBFSA-N,2016,Ki,8.000000
ARTYMOMXSPBDNS-ULQDDVLXSA-N,2023,Ki,9.823909
ARWONURFSGKTJW-UHFFFAOYSA-N,2012,Ki,6.583359
ARWONURFSGKTJW-UHFFFAOYSA-N,2014,Ki,6.583359
ARXBAOIZXCCQAV-UHFFFAOYSA-N,2016,Ki,8.799971
ARXBAOIZXCCQAV-UHFFFAOYSA-N,2019,Ki,8.749580
ARXBAOIZXCCQAV-UHFFFAOYSA-N,2020,Ki,8.749580
ARXSWHRTJLWTMT-AQYVVDRMSA-N,1997,Ki,8.318759
ARZYDJJAHRASCM-UHFFFAOYSA-N,1996,Ki,7.259637
ARZYDJJAHRASCM-UHFFFAOYSA-N,1997,Ki,7.299989
ASFIQZWALJTDCY-PMERELPUSA-N,2021,Ki,6.585027
ASFIQZWALJTDCY-UHFFFAOYSA-N,2021,Ki,6.869666
ASFIQZWALJTDCY-UHFFFAOYSA-N,2021,Ki,6.835647
ASFIQZWALJTDCY-UHFFFAOYSA-N,2021,IC50,5.820000
ASGPPKHUWWRTLM-UHFFFAOYSA-N,1999,Ki,5.167491
ASINOPIKMGWLQS-UHFFFAOYSA-N,1999,Ki,8.799971
ASINOPIKMGWLQS-UHFFFAOYSA-N,1997,Ki,8.799971
ASKCQUQTSBOXCM-UHFFFAOYSA-N,2007,Ki,6.563837
ASKCQUQTSBOXCM-UHFFFAOYSA-N,2007,EC50,6.634512
ASMVKSNPCVNVFO-UHFFFAOYSA-N,1994,Ki,7.214670
ASMWBPNCBDZFBV-UHFFFAOYSA-N,2020,Ki,4.549751
ASNREPVWGRJPSG-HUUCEWRRSA-N,1997,Ki,6.490797
ASSMUHYHXZFLKM-UHFFFAOYSA-N,2017,Ki,7.397940
ASXGJMSKWNBENU-CQSZACIVSA-N,1995,Ki,6.747147
ASXGJMSKWNBENU-UHFFFAOYSA-N,1997,Ki,6.586700
ASXGJMSKWNBENU-UHFFFAOYSA-N,1997,Ki,4.835647
ASYRWYXXPRLTPR-FNNGWQQSSA-N,2017,Ki,9.508638
ASYRWYXXPRLTPR-UHFFFAOYSA-N,2017,Ki,9.508638
ATCJEKKXEJVYOB-UHFFFAOYSA-N,2006,Ki,7.120904
ATCJEKKXEJVYOB-UHFFFAOYSA-N,2007,Ki,7.120904
ATCJEKKXEJVYOB-UHFFFAOYSA-N,2009,Ki,7.120904
ATHCQCSSVYPJIN-SAIGFBBZSA-N,2013,Ki,7.688246
ATHTVOQAJYMAOW-IGGCZAQCSA-N,2020,Ki,10.292430
ATHTVOQAJYMAOW-IGGCZAQCSA-N,2022,Ki,10.292430
ATLSVLPVZPFHBU-ONRAHDBNSA-N,2000,Ki,8.899974
ATMVGYLFYGIYDI-UHFFFAOYSA-N,2016,Ki,7.060481
ATOMZLGTVBAGNB-UHFFFAOYSA-N,2015,Ki,8.230623
AUBNLLGXUCCYFZ-UHFFFAOYSA-N,1996,Ki,6.464706
AUBVMUJWPOHAEW-UHFFFAOYSA-N,2007,Ki,9.450016
AUCTYGBZIOGIIA-UHFFFAOYSA-N,1997,Ki,7.309804
AUFOWYXFFKBIDT-UHFFFAOYSA-N,1999,Ki,8.599980
AULLQWYKPQXXNM-UHFFFAOYSA-N,2017,Ki,7.365523
AULLQWYKPQXXNM-UHFFFAOYSA-N,2018,Ki,7.365523
AUNMRXBRTMEOSJ-MGFGWZDJSA-N,2003,Ki,8.100015
AUOJYDWOWNCBRK-UHFFFAOYSA-N,2017,Ki,7.207608
AUOJYDWOWNCBRK-UHFFFAOYSA-N,2018,Ki,7.207608
AUOXZICNYGBVPT-UHFFFAOYSA-N,2010,Ki,6.913640
AUVKPZIQUZLIFO-UHFFFAOYSA-N,2022,Ki,7.090016
AUZONCFQVSMFAP-UHFFFAOYSA-N,,IC50,5.964971
AUZONCFQVSMFAP-UHFFFAOYSA-N,,Ki,6.434152
AVBOEALXXMIBAR-WGSAOQKQSA-N,2020,Ki,9.823909
AVBOEALXXMIBAR-WGSAOQKQSA-N,2022,Ki,9.823909
AVHWSQKJWQBOIR-XUTJKUGGSA-N,2014,Ki,8.657577
AVHWSQKJWQBOIR-XUTJKUGGSA-N,2014,Ki,8.657577
AVJAAHWPEDARHN-MXVIHJGJSA-N,2013,Ki,7.588380
AVKICTLBRHZUTM-UHFFFAOYSA-N,2016,Ki,7.494850
AVKICTLBRHZUTM-UHFFFAOYSA-N,2016,Ki,7.489991
AVTONHYDPSFOLQ-UHFFFAOYSA-N,2010,Ki,7.000000
AVTONHYDPSFOLQ-UHFFFAOYSA-N,2010,Ki,8.299989
AVTONHYDPSFOLQ-UHFFFAOYSA-N,2010,Ki,8.700057
AVWMISMTBOIUJI-UAPYVXQJSA-N,2022,Ki,9.161151
AVYIORKUKBQLOA-WGSAOQKQSA-N,2013,Ki,7.714443
AWFGXHAQIOOJCD-UHFFFAOYSA-N,2020,Ki,5.486782
AWIYLVWAILOVMX-RLAPIPATSA-N,2012,Ki,8.387216
AWIYLVWAILOVMX-UHFFFAOYSA-N,2014,Ki,8.387216
AWJOAMPQOUEKCN-KDYSTLNUSA-N,2010,Ki,9.599980
AWJOAMPQOUEKCN-UHFFFAOYSA-N,2010,Ki,9.100015
AWKDBQYMZZKKJX-UHFFFAOYSA-N,2009,Ki,5.823909
AWLLDUFWUOASGN-UHFFFAOYSA-N,2019,Ki,9.301030
AWSNADYOKQXJRZ-BTNBVRMJSA-N,2016,Ki,7.940058
