inchikey,year,standard_type,pAct
JSOGDVANKKEGRE-UHFFFAOYSA-N,2009,IC50,5.777284
JSUIRJLRUPZRJL-UHFFFAOYSA-N,2014,IC50,6.408935
JTDXQKMBQXDPBT-KRWDZBQOSA-N,2021,IC50,4.474437
JTRJQCPMULXBIC-UHFFFAOYSA-N,2015,IC50,7.602060
JTRJQCPMULXBIC-UHFFFAOYSA-N,2015,IC50,7.721246
JVQBWEUUWDOXLT-UHFFFAOYSA-N,2015,IC50,7.795880
JWEGRDDRLYSKDL-UHFFFAOYSA-N,2017,IC50,7.420216
JWUPYMWDGFQZOR-UHFFFAOYSA-N,2021,IC50,5.291069
JXLLJAMIOWAHKZ-UHFFFAOYSA-N,2021,IC50,7.075721
JXSVFZOGHIRBMH-UHFFFAOYSA-N,2015,IC50,7.000000
JXZCSTOZZDRLND-UHFFFAOYSA-N,2015,IC50,7.259637
KDRGWBDOBCLUSE-UHFFFAOYSA-N,2009,IC50,10.301030
KDRGWBDOBCLUSE-UHFFFAOYSA-N,2009,IC50,10.301030
KDRGWBDOBCLUSE-UHFFFAOYSA-N,2022,IC50,10.301030
KEPSLZQTCUYSFZ-UHFFFAOYSA-N,2011,IC50,5.172954
KFLRCBGJPSBTOG-UHFFFAOYSA-N,2011,IC50,5.200108
KFNLQPPLNYTFSC-UHFFFAOYSA-N,2014,IC50,5.821023
KGEGBYYBJVGGQI-UHFFFAOYSA-N,2021,IC50,6.132533
KGOWKWHCNZUWNN-UHFFFAOYSA-N,2013,IC50,6.747147
KHIDEYHOVWAHBR-UHFFFAOYSA-N,2014,IC50,7.522879
KHZYPVIQTUBFJE-UHFFFAOYSA-N,2013,IC50,5.958607
KJEZWGPCFJGYEN-UHFFFAOYSA-N,2021,IC50,6.725842
KJMXCRFBUNSWBZ-UHFFFAOYSA-N,2013,IC50,7.207608
KJTLQXZRANMVLM-UHFFFAOYSA-N,2009,IC50,7.327902
KKLDFKDCGQCPEZ-UHFFFAOYSA-N,2020,IC50,7.376751
KKLDFKDCGQCPEZ-UHFFFAOYSA-N,2020,IC50,5.744727
KLESCIILKXWVSI-UHFFFAOYSA-N,2018,IC50,8.522879
KMHPBJQCKOVVBL-UHFFFAOYSA-N,2014,IC50,7.920819
KMHPBJQCKOVVBL-UHFFFAOYSA-N,2015,IC50,7.657577
KMHPBJQCKOVVBL-UHFFFAOYSA-N,2015,IC50,7.958607
KMIORFFZVMVTNL-UHFFFAOYSA-N,2018,IC50,8.060481
KMKZRFJJTSKQSJ-UHFFFAOYSA-N,2018,IC50,7.853872
KMQBABMBEFDUTM-UHFFFAOYSA-N,2014,IC50,5.771600
KNLKEBVKBQYBLI-UHFFFAOYSA-N,2021,IC50,4.517412
KNOWTUGIWCELJY-UHFFFAOYSA-N,2012,IC50,4.293282
KNSIPACIJBKWPJ-UHFFFAOYSA-N,2013,IC50,6.357535
KNULJCSPCKMYTN-UHFFFAOYSA-N,2014,IC50,7.823909
KNULJCSPCKMYTN-UHFFFAOYSA-N,2015,IC50,7.443697
KNULJCSPCKMYTN-UHFFFAOYSA-N,2015,IC50,7.408935
KOAUQKJNSJNVIB-UHFFFAOYSA-N,2009,IC50,7.167491
KOIZRQXNKHUNGR-UHFFFAOYSA-N,2009,IC50,7.920819
KTJVFGFFGBYFSS-UHFFFAOYSA-N,2020,IC50,7.886057
KTJVFGFFGBYFSS-UHFFFAOYSA-N,2020,IC50,7.045757
KTXDDPZEJKRBQG-UHFFFAOYSA-N,2015,IC50,6.498941
KVIOEAUYNRBING-UHFFFAOYSA-N,2021,IC50,5.221849
KZFYPQVFULYDPI-UHFFFAOYSA-N,2021,IC50,5.690370
LAWDPDZBMWSSLX-UHFFFAOYSA-N,2013,IC50,7.000000
LAYNIDVNMKRZNL-UHFFFAOYSA-N,2020,IC50,6.045757
LAYNIDVNMKRZNL-UHFFFAOYSA-N,2020,IC50,4.602060
LDBGXPILVWESEX-UHFFFAOYSA-N,2011,IC50,5.350081
LDXYQWNHOVBYJK-UHFFFAOYSA-N,2009,IC50,6.657577
LEAVZPPMJMEDAV-UHFFFAOYSA-N,2014,IC50,7.552842
LELDXIXNROTYAC-UHFFFAOYSA-N,2010,IC50,5.754487
LFBACDLGCJVAMX-UHFFFAOYSA-N,2011,IC50,6.119186
LFQBDZIKMOOKIP-UHFFFAOYSA-N,2010,IC50,10.221849
LFQBDZIKMOOKIP-UHFFFAOYSA-N,2010,IC50,9.096910
LFQBDZIKMOOKIP-UHFFFAOYSA-N,2010,IC50,10.522879
LFQBDZIKMOOKIP-UHFFFAOYSA-N,2010,IC50,10.522879
LFQBDZIKMOOKIP-UHFFFAOYSA-N,2010,IC50,9.096910
LHQOEJHESJBERR-UHFFFAOYSA-N,2014,IC50,5.715569
LINFHMWTGYJLOX-UHFFFAOYSA-N,2009,IC50,6.838632
LIXWEHRBNXAJQM-UHFFFAOYSA-N,2021,IC50,6.008774
LJQRHSWVZIQKSQ-UHFFFAOYSA-N,2011,IC50,4.423095
LJVIDRQEMOHZLB-UHFFFAOYSA-N,2020,IC50,5.920819
LJVIDRQEMOHZLB-UHFFFAOYSA-N,2020,IC50,4.602060
LKHLISSSJLKIRH-UHFFFAOYSA-N,2009,IC50,6.387216
LMDQANTXMJXMOC-UHFFFAOYSA-N,2017,IC50,8.602060
LMLXNRYGWLSELC-UHFFFAOYSA-N,2013,IC50,6.716699
LNGYRMQFDYVKMZ-UHFFFAOYSA-N,2010,IC50,9.000000
LNGYRMQFDYVKMZ-UHFFFAOYSA-N,2010,IC50,8.698970
LPAJOYDKNFPBIJ-UHFFFAOYSA-N,2015,IC50,8.096910
LPHSYLVECBOQQS-UHFFFAOYSA-N,2009,IC50,7.958607
LPHSYLVECBOQQS-UHFFFAOYSA-N,2009,IC50,7.468521
LPRGOUWFYMYHEJ-UHFFFAOYSA-N,2009,IC50,9.000000
LPRGOUWFYMYHEJ-UHFFFAOYSA-N,2009,IC50,7.886057
LPZMPSNKVIBUEE-UHFFFAOYSA-N,2021,IC50,6.882729
LQMNKCOKBBJKEL-UHFFFAOYSA-N,2007,IC50,6.327902
LRIPHCYVFCUMPP-UHFFFAOYSA-N,2021,IC50,8.000000
LRLDORUZRMPXFL-UHFFFAOYSA-N,2009,IC50,7.494850
LROMIOQSACMRDM-UHFFFAOYSA-N,2007,IC50,7.026872
LTYKVUFYQBRYHV-UHFFFAOYSA-N,2015,IC50,6.412289
LUBIGWIZKPNYAR-UHFFFAOYSA-N,2012,IC50,5.610834
LUNTUWSUYAYIBG-UHFFFAOYSA-N,2017,IC50,4.704653
LVGQXLOFHAVOAQ-UHFFFAOYSA-N,2009,IC50,6.903090
LVGQXLOFHAVOAQ-UHFFFAOYSA-N,2009,IC50,6.367543
LWUCRQYELCMTGR-UHFFFAOYSA-N,2011,IC50,6.892790
LXXGACVLXZHDDN-UHFFFAOYSA-N,2007,IC50,7.292430
MAALNCIWVRSQCA-UHFFFAOYSA-N,2015,IC50,6.027334
MAFNFIKYPHIRFH-UHFFFAOYSA-N,2009,IC50,7.795880
MBFRJCJPZMFFMU-UHFFFAOYSA-N,2011,IC50,6.663540
MBZKEYVPSVQGTM-UHFFFAOYSA-N,2015,IC50,6.643974
MCVWJULZOZZYRL-UHFFFAOYSA-N,2020,IC50,8.096910
MCVWJULZOZZYRL-UHFFFAOYSA-N,2020,IC50,5.494850
MEHWMDCKJBRCPC-UHFFFAOYSA-N,2007,IC50,7.522879
MELJVOAVLZLNLL-UHFFFAOYSA-N,2015,IC50,6.259637
MEXVTOYJNHFFDY-UHFFFAOYSA-N,2014,IC50,8.221849
MFRXAAVYDAGVMJ-UHFFFAOYSA-N,2015,IC50,7.677781
MGDLSFHPYZPDSM-UHFFFAOYSA-N,2007,IC50,5.136677
MHSUYDAYWNADJP-UHFFFAOYSA-N,2021,IC50,7.522879
MHUAIUOPEPBTBA-UHFFFAOYSA-N,2015,IC50,8.045757
MICGRTLHXGYMDR-UHFFFAOYSA-N,2010,IC50,6.086186
MILCIPVHZGRZKJ-UHFFFAOYSA-N,2021,IC50,7.920819
MKBVUBPZHVXUHQ-UHFFFAOYSA-N,2021,IC50,5.795880
MMWBTONCCQKTQS-UHFFFAOYSA-N,2021,IC50,4.721246
MPKPTRVJTRZSTE-UHFFFAOYSA-N,2009,IC50,8.045757
MPKPTRVJTRZSTE-UHFFFAOYSA-N,2009,IC50,7.468521
MQCJMILDOYNHBF-UHFFFAOYSA-N,2009,IC50,6.744727
MQDMVBGUNSHZPN-UHFFFAOYSA-N,2015,IC50,6.899629
MQQWXOHKWONINM-UHFFFAOYSA-N,2017,IC50,7.958607
MUHICHNUYXZQMZ-UHFFFAOYSA-N,2010,IC50,7.004365
MUKSRTNWEITUID-UHFFFAOYSA-N,2010,IC50,8.000000
MUKSRTNWEITUID-UHFFFAOYSA-N,2010,IC50,6.974694
MVKDAFKALXUDKT-UHFFFAOYSA-N,2018,IC50,7.886057
MXIDILPNRNAQBQ-UHFFFAOYSA-N,2021,IC50,6.721246
MYIOLJAITUNEEU-UHFFFAOYSA-N,2021,IC50,6.387216
MYUDFJRYDRZPQP-UHFFFAOYSA-N,2018,IC50,8.292430
NBYRRIBSADQBDZ-UHFFFAOYSA-N,2021,IC50,4.722162
NCJMWOVOUKBBEF-UHFFFAOYSA-N,2013,IC50,7.552842
NDZZWAAUFMRWHJ-VIFPVBQESA-N,2010,IC50,7.075721
NEGZXHWGOCEDFT-UHFFFAOYSA-N,2020,IC50,7.537602
NGGBGFKKADSXPM-UHFFFAOYSA-N,2013,IC50,7.431798
NGLFQHOZSPQMIO-UHFFFAOYSA-N,2009,IC50,9.000000
NGLFQHOZSPQMIO-UHFFFAOYSA-N,2009,IC50,7.886057
NGSCVSATAUBCPA-UHFFFAOYSA-N,2009,IC50,9.221849
NGSCVSATAUBCPA-UHFFFAOYSA-N,2009,IC50,8.096910
NHKDTKMZQNVCSK-UHFFFAOYSA-N,2017,IC50,6.657577
NJGBDSGCWOKYIM-UHFFFAOYSA-N,2021,IC50,5.244125
NJGDCFHXTIVBSQ-LJQANCHMSA-N,2020,IC50,7.958607
NJGDCFHXTIVBSQ-LJQANCHMSA-N,2020,IC50,5.173925
NJGDCFHXTIVBSQ-LJQANCHMSA-N,2020,IC50,5.920819
NJGDCFHXTIVBSQ-LJQANCHMSA-N,2020,IC50,7.920819
NJJGBNUYIOHKAB-UHFFFAOYSA-N,2013,IC50,6.488117
NKEFSVLJXCEEQY-UHFFFAOYSA-N,2009,IC50,6.602060
NLANQYVAMLVASG-UHFFFAOYSA-N,2009,IC50,7.958607
NMJYCAZVENRMQN-UHFFFAOYSA-N,2021,IC50,5.415669
NMXNGDRZMHTXDQ-UHFFFAOYSA-N,2010,IC50,5.768276
NNORYSPOAZXKSD-UHFFFAOYSA-N,2018,IC50,8.522879
NODFUSBIEUAVQP-UHFFFAOYSA-N,2021,IC50,7.301030
NOUJJJOVSSPUGB-UHFFFAOYSA-N,2015,IC50,8.096910
NQVMBAMCJBAWKS-UHFFFAOYSA-N,2021,IC50,5.045757
NSBSEDBIIAWIEU-UHFFFAOYSA-N,2020,IC50,7.744727
NSBSEDBIIAWIEU-UHFFFAOYSA-N,2020,IC50,7.221849
NUUGCYKZMHJWGB-UHFFFAOYSA-N,2015,IC50,7.229148
NVUJDKDVOZVALT-UHFFFAOYSA-N,2011,IC50,7.677781
NWNLGPIKBJCOEL-UHFFFAOYSA-N,2015,IC50,7.619789
NWSZMBDPBUPCIO-UHFFFAOYSA-N,2020,IC50,6.886057
NWSZMBDPBUPCIO-UHFFFAOYSA-N,2020,IC50,4.508638
NXLAQFZWXQNOCF-UHFFFAOYSA-N,2011,IC50,7.275724
OAZDCTMDSUWDDQ-UHFFFAOYSA-N,2015,IC50,7.823909
OBNJEGKQRUDUQM-UHFFFAOYSA-N,2010,IC50,7.568636
OCXBYYNZEUUCEO-UHFFFAOYSA-N,2013,IC50,7.408935
ODASQDXOQDGVNN-UHFFFAOYSA-N,2010,IC50,8.000000
ODPGNCNAGLSITO-UHFFFAOYSA-N,2015,IC50,6.917215
OFOJQWGBHSVXQC-UHFFFAOYSA-N,2010,IC50,6.815309
OFUNGNJXXCWYAK-KRWDZBQOSA-N,2021,IC50,4.567512
OGJNEVVUAVJJLL-UHFFFAOYSA-N,2010,IC50,7.017729
OHMBEUUABMUSQV-UHFFFAOYSA-N,2020,IC50,7.000000
OHMBEUUABMUSQV-UHFFFAOYSA-N,2020,IC50,4.337242
OJLASFAHNJPVLA-UHFFFAOYSA-N,2010,IC50,7.552842
OJLASFAHNJPVLA-UHFFFAOYSA-N,2010,IC50,7.366532
OJLASFAHNJPVLA-UHFFFAOYSA-N,2010,IC50,7.552842
OJOZNLJWPOYUSO-UHFFFAOYSA-N,2010,IC50,7.853872
OLFQIHGVKPQPCF-UHFFFAOYSA-N,2012,IC50,4.812479
OLZKXMLLVOENDP-UHFFFAOYSA-N,2018,IC50,8.552842
OMHVWLAJIHJHQO-UHFFFAOYSA-N,2010,IC50,7.823909
ONAJXVCYMGATIT-UHFFFAOYSA-N,2013,IC50,5.935542
ONMVTROUICUNPL-UHFFFAOYSA-N,2021,IC50,5.026872
OPPYXCWIDMCXMM-UHFFFAOYSA-N,2010,IC50,7.301030
OPPYXCWIDMCXMM-UHFFFAOYSA-N,2010,IC50,9.161151
OPPYXCWIDMCXMM-UHFFFAOYSA-N,2011,IC50,6.602060
OQJLQOMBLZXXMG-UHFFFAOYSA-N,2021,IC50,4.483729
OQSREKGKYADMAN-UHFFFAOYSA-N,2021,IC50,5.236572
OSVGDMIRMUCMFA-UHFFFAOYSA-N,2021,IC50,4.522879
OTHUDHNKWWSIOS-UHFFFAOYSA-N,2015,IC50,8.154902
OTVKHNHBCUYOHI-UHFFFAOYSA-N,2015,IC50,7.036212
OUDCQILLLADEQS-UHFFFAOYSA-N,2015,IC50,7.823909
OUGTWLPOXLOZSB-UHFFFAOYSA-N,2017,IC50,8.638272
OVDUYMDKXHUHFR-UHFFFAOYSA-N,2010,IC50,10.221849
OVDUYMDKXHUHFR-UHFFFAOYSA-N,2010,IC50,9.000000
OVFKEMNMAWPWAV-UHFFFAOYSA-N,2014,IC50,8.000000
OWUBZQNYYJEHEA-UHFFFAOYSA-N,2013,IC50,5.193820
OWXPVKGFHSCKKN-UHFFFAOYSA-N,2011,IC50,7.327902
OXUYRAKLTYMDJV-UHFFFAOYSA-N,2021,IC50,4.638272
OXYOAVSPJRYTSY-UHFFFAOYSA-N,2013,IC50,6.924453
OYUCOYCEJWDVQK-UHFFFAOYSA-N,2010,IC50,7.408935
PAHCKSHDDCJAPV-UHFFFAOYSA-N,2021,IC50,8.000000
PDACCUWRIROUSQ-UHFFFAOYSA-N,2012,IC50,5.111259
PDACCUWRIROUSQ-UHFFFAOYSA-N,2012,IC50,7.387216
PEDJHCMYIVIMPX-UHFFFAOYSA-N,2010,IC50,5.883392
PEFRKXQQHSSKCJ-UHFFFAOYSA-N,2021,IC50,4.958607
PEKDBFISGGSXDM-UHFFFAOYSA-N,2021,IC50,5.156767
PEQAVOGGCFURJQ-UHFFFAOYSA-N,2015,IC50,6.404504
PEXPKNONLMRNCB-UHFFFAOYSA-N,2015,IC50,6.612610
PFEGOQVRJUBECN-UHFFFAOYSA-N,2011,IC50,6.154902
PFTDBWKSVBQWLD-UHFFFAOYSA-N,2015,IC50,6.259637
PHDZAZAGNFFBLT-UHFFFAOYSA-N,2015,IC50,7.657577
PHJZFBFLKLOXTJ-UHFFFAOYSA-N,2009,IC50,8.698970
PHZDRQUKVAZUCA-UHFFFAOYSA-N,2009,IC50,4.167491
PIIAGRLGKMELJZ-UHFFFAOYSA-N,2014,IC50,8.698970
PIJPVFQPQJPMBA-UHFFFAOYSA-N,2017,IC50,6.721246
PKTVBMJHJKUWKY-UHFFFAOYSA-N,2015,IC50,6.782516
PKYCAZGMGWMHIV-UHFFFAOYSA-N,2015,IC50,7.187087
POOHHJFOXPYZBG-UHFFFAOYSA-N,2021,IC50,5.602060
PPAPDAGBWCPVAF-UHFFFAOYSA-N,2021,IC50,6.136677
PPDVABZZSKOUIL-UHFFFAOYSA-N,2021,IC50,4.823909
PQRKPYLNZGDCFH-UHFFFAOYSA-N,2015,IC50,6.522879
PRAPXBVFYBPXQO-UHFFFAOYSA-N,2015,IC50,9.000000
PRDNSHYLILKQEH-UHFFFAOYSA-N,2015,IC50,6.259637
PRZKVPSEKMHFIS-UHFFFAOYSA-N,2009,IC50,7.167491
PSOBORQSDNHBBG-UHFFFAOYSA-N,2010,IC50,6.507240
PSOBORQSDNHBBG-UHFFFAOYSA-N,2010,IC50,5.979639
PTMMQFPPPKXWPY-UHFFFAOYSA-N,2015,IC50,7.455932
PTZIKDBJCFRPDZ-UHFFFAOYSA-N,2020,IC50,7.356547
PTZIKDBJCFRPDZ-UHFFFAOYSA-N,2020,IC50,5.050610
PUKHTXUSOFRCLY-UHFFFAOYSA-N,2007,IC50,7.292430
PULJHNBYOLWKDA-UHFFFAOYSA-N,2007,IC50,6.958607
PURFCVBFLYONHX-UHFFFAOYSA-N,2021,IC50,6.585027
PVBMOKHQFZYWAU-UHFFFAOYSA-N,2018,IC50,8.275724
PVTIQVJHZDSETN-UHFFFAOYSA-N,2009,IC50,7.091515
PWCLVFVMJUISEY-UHFFFAOYSA-N,2009,IC50,6.714443
PXHWOKWXJFVBQI-UHFFFAOYSA-N,2015,IC50,6.698970
PZKBKFUOXSPSOT-UHFFFAOYSA-N,2011,IC50,7.397940
QBKAATYCRQYMOC-UHFFFAOYSA-N,2010,IC50,7.221849
QBLMECODYJQHHH-UHFFFAOYSA-N,2021,IC50,6.154902
QBWYZAHJEFWQPF-UHFFFAOYSA-N,2009,IC50,6.744727
QDBRGNOICKEIFC-UHFFFAOYSA-N,2021,IC50,7.443697
QFPMRLIQHPZGIW-UHFFFAOYSA-N,2015,IC50,7.522879
QGAOFRPGAPZIHH-UHFFFAOYSA-N,2015,IC50,6.767004
QGBKZJBVPXFYGH-UHFFFAOYSA-N,2020,IC50,6.568636
QGBKZJBVPXFYGH-UHFFFAOYSA-N,2020,IC50,5.259637
QGCICRMMUPZJRA-UHFFFAOYSA-N,2015,IC50,6.712198
QGYVBIBXWFZNHR-UHFFFAOYSA-N,2018,IC50,7.236572
QHWTUKKWKMORTI-UHFFFAOYSA-N,2018,IC50,6.119186
QIDAHAVIHYEHNE-UHFFFAOYSA-N,2021,IC50,4.636012
QKWLRODKIRAAQF-UHFFFAOYSA-N,2013,IC50,5.619789
QKYBNRACKLQSIG-UHFFFAOYSA-N,2010,IC50,9.000000
QKYBNRACKLQSIG-UHFFFAOYSA-N,2010,IC50,8.397940
QMQSPGPSUGTADW-UHFFFAOYSA-N,2014,IC50,7.259637
QMVNSALEQFSIPB-UHFFFAOYSA-N,2021,IC50,4.810229
QMZSSLLJQUFMHM-UHFFFAOYSA-N,2013,IC50,7.920819
QNEITNWZOMGSRC-UHFFFAOYSA-N,2014,IC50,7.214670
QNOWPIAIUWJQEZ-UHFFFAOYSA-N,2010,IC50,9.698970
QNOWPIAIUWJQEZ-UHFFFAOYSA-N,2010,IC50,9.154902
QNUDDUJKEADCAU-UHFFFAOYSA-N,2021,IC50,4.430860
QNXMXQBKDPEQJB-UHFFFAOYSA-N,2009,IC50,8.568636
QOETUANYKPWXAI-UHFFFAOYSA-N,2015,IC50,7.920819
QOPKUNUDJDVDAT-KRWDZBQOSA-N,2021,IC50,4.532096
QQVCHWVVWPXQAB-UHFFFAOYSA-N,2015,IC50,7.522879
QRBORTBSPFTFBT-UHFFFAOYSA-N,2011,IC50,6.107905
QRFRAKBWRNDXNA-UHFFFAOYSA-N,2014,IC50,7.958607
QRPLDPMGPWGQNY-UHFFFAOYSA-N,2010,IC50,5.549289
QSIWJLXYYABZQA-UHFFFAOYSA-N,2021,IC50,4.481486
QTBRDMNOZGAPAG-UHFFFAOYSA-N,2010,IC50,8.154902
QTBRDMNOZGAPAG-UHFFFAOYSA-N,2010,IC50,7.823909
QTBRDMNOZGAPAG-UHFFFAOYSA-N,2010,IC50,7.292430
QUTLIWUOJFORRY-SFHVURJKSA-N,2021,IC50,4.636952
QVTWHNBICUCVNZ-UHFFFAOYSA-N,2015,IC50,6.698970
QWXMVJIXQUFDNT-UHFFFAOYSA-N,2007,IC50,6.251812
QWZODTPVVFULBR-UHFFFAOYSA-N,2009,IC50,7.795880
QXNOTUKNWZNQSX-UHFFFAOYSA-N,2009,IC50,6.677781
QYSJJGXAYRFXTJ-UHFFFAOYSA-N,2015,IC50,7.221849
QZAWZZYVOJRGOB-UHFFFAOYSA-N,2013,IC50,6.804100
RBWWUKNHEWKRGE-UHFFFAOYSA-N,2014,IC50,6.390406
RCFIAUNRSNNZEN-UHFFFAOYSA-N,2020,IC50,5.958607
RCFIAUNRSNNZEN-UHFFFAOYSA-N,2020,IC50,4.431798
RCNVLPYVUMMOKT-UHFFFAOYSA-N,2010,IC50,6.602060
RCVPUPWQGZXUEJ-UHFFFAOYSA-N,2013,IC50,6.537602
RDQWKQAOJWXZAZ-UHFFFAOYSA-N,2021,IC50,7.602060
RFEDIUPOYRAACU-UHFFFAOYSA-N,2020,IC50,7.366532
RFEDIUPOYRAACU-UHFFFAOYSA-N,2020,IC50,4.769551
RFPQSFCICWNNNL-UHFFFAOYSA-N,2020,IC50,6.136677
RHBTVSAJSUTJRD-UHFFFAOYSA-N,2014,IC50,7.853872
RHPXWRYYGZAEAP-UHFFFAOYSA-N,2021,IC50,5.804100
RHSIRKLMZPOXPT-UHFFFAOYSA-N,2014,IC50,7.677781
RHSIRKLMZPOXPT-UHFFFAOYSA-N,2015,IC50,7.769551
RHYQIXNCTOPIIA-UHFFFAOYSA-N,2015,IC50,6.543634
RJTHOZRLXMDNHA-UHFFFAOYSA-N,2010,IC50,7.221849
RKZYYYGQGKDPRC-UHFFFAOYSA-N,2015,IC50,7.167491
RLIOGLONFBOCIA-UHFFFAOYSA-N,2011,IC50,7.055517
RLLOXIRPCGZAHM-UHFFFAOYSA-N,2018,IC50,8.283997
RLSFSSXSLQYHKJ-UHFFFAOYSA-N,2018,IC50,8.420216
RMQSXRNHCOORCY-UHFFFAOYSA-N,2018,IC50,7.744727
RNLAXHUEWLFUBY-UHFFFAOYSA-N,2018,IC50,7.657577
ROYPFGQMSMXLRB-UHFFFAOYSA-N,2013,IC50,8.522879
RQDMDMIVEPJOKQ-UHFFFAOYSA-N,2009,IC50,8.045757
RQIVVIRLGLYLGN-UHFFFAOYSA-N,2014,IC50,7.318759
RQZMRFSOADEDRW-UHFFFAOYSA-N,2021,IC50,6.795880
RRTSDHWLZVYCFW-INIZCTEOSA-N,2021,IC50,7.187087
RRTSDHWLZVYCFW-MRXNPFEDSA-N,2021,IC50,7.130768
RSPGODWWHKNLIZ-UHFFFAOYSA-N,2010,IC50,6.928118
RSPGODWWHKNLIZ-UHFFFAOYSA-N,2010,IC50,7.096910
RVEDNFBVAKXYRX-UHFFFAOYSA-N,2015,IC50,6.259637
RWLJEWOYURWKLV-UHFFFAOYSA-N,2009,IC50,6.838632
RWXHNRBFFHRSLQ-UHFFFAOYSA-N,2013,IC50,5.866461
RXBOSKCKGPDBKY-UHFFFAOYSA-N,2013,IC50,7.619789
RXCQKLVIKIJAJK-UHFFFAOYSA-N,2010,IC50,7.309804
RXCQKLVIKIJAJK-UHFFFAOYSA-N,2010,IC50,9.251812
RYXPPTOWXABFNA-UHFFFAOYSA-N,2009,IC50,7.677781
RZPKBRSPYLDGMK-UHFFFAOYSA-N,2010,IC50,6.465974
RZWTWXUTZXSMLZ-UHFFFAOYSA-N,2011,IC50,5.294136
SBXHEGPAXOPTOH-UHFFFAOYSA-N,2010,IC50,7.568636
SBXHEGPAXOPTOH-UHFFFAOYSA-N,2010,IC50,7.119186
SFIKGBKMOQHADS-UHFFFAOYSA-N,2007,IC50,6.677781
SFZIHPWYOVXAKU-UHFFFAOYSA-N,2021,IC50,4.921543
SHLKRAJIHVATIE-UHFFFAOYSA-N,2015,IC50,7.468521
SHMOHYRZAVMWFR-UHFFFAOYSA-N,2018,IC50,8.420216
SIBAWLCRNLFUQK-UHFFFAOYSA-N,2007,IC50,7.408935
SIGGFDISUSMMKN-UHFFFAOYSA-N,2010,IC50,9.000000
SIGGFDISUSMMKN-UHFFFAOYSA-N,2010,IC50,8.397940
SIMRYXWGLGGGQG-UHFFFAOYSA-N,2015,IC50,9.000000
SIYKZRZVXFQNFN-UHFFFAOYSA-N,2015,IC50,6.457175
SJIXOWCHTLSXTO-UHFFFAOYSA-N,2021,IC50,6.578396
SLKPAKPHVBWASJ-UHFFFAOYSA-N,2011,IC50,6.571865
SLQTUMVIMBTKIA-UHFFFAOYSA-N,2013,IC50,7.154902
SLWPPOJXOVDYRG-UHFFFAOYSA-N,2010,IC50,6.110698
SLZJTFADTLJBQP-UHFFFAOYSA-N,2015,IC50,7.065502
SMKHSRSPGAGESW-UHFFFAOYSA-N,2009,IC50,8.397940
SMKHSRSPGAGESW-UHFFFAOYSA-N,2009,IC50,8.045757
SNSYNTMEUZSUJK-UHFFFAOYSA-N,2014,IC50,6.209012
SQFSVBKSNIQBBG-UHFFFAOYSA-N,2021,IC50,4.537602
SQWLNUWVUPGHCL-UHFFFAOYSA-N,2015,IC50,6.943095
SQWLNUWVUPGHCL-UHFFFAOYSA-N,2015,IC50,6.913640
SQWUULLGKKTQIS-UHFFFAOYSA-N,2021,IC50,6.221849
SRCWAZLLMRPCKV-UHFFFAOYSA-N,2021,IC50,5.477556
SRNNTPKXTMAMJQ-UHFFFAOYSA-N,2015,IC50,7.187087
SSAOWRVGWUAING-UHFFFAOYSA-N,2020,IC50,4.481486
SSQGUNLQSXARJD-UHFFFAOYSA-N,2018,IC50,6.508638
STTTWRHBLPZGHA-UHFFFAOYSA-N,2011,IC50,5.617623
SUBFQBLISWRLGM-UHFFFAOYSA-N,2021,IC50,4.920819
SUIRPQHNXDKVBP-UHFFFAOYSA-N,2014,IC50,8.045757
SVNXVLSQFKQHSG-UHFFFAOYSA-N,2020,IC50,7.638272
SVNXVLSQFKQHSG-UHFFFAOYSA-N,2020,IC50,5.958607
SVTBUTPWEOUGGT-UHFFFAOYSA-N,2011,IC50,6.043832
SXCZVZBSIYFIES-UHFFFAOYSA-N,2011,IC50,5.219683
SXCZVZBSIYFIES-UHFFFAOYSA-N,2011,IC50,8.154902
SXXDFMNSYQJQAM-UHFFFAOYSA-N,2021,IC50,6.309804
SYRGPVPKQWDULB-UHFFFAOYSA-N,2009,IC50,7.309804
SZFLUDGFRFUFIF-UHFFFAOYSA-N,2007,IC50,7.236572
SZITYMXJWRJBEU-UHFFFAOYSA-N,2014,IC50,6.712198
SZPIDKVNLJYYCY-UHFFFAOYSA-N,2018,IC50,8.318759
TVGUBMHUHTULAD-UHFFFAOYSA-N,2017,IC50,8.327902
TVSDBYTZFAQONZ-UHFFFAOYSA-N,2010,IC50,8.045757
TVSDBYTZFAQONZ-UHFFFAOYSA-N,2013,IC50,7.744727
TWVXMOMAJLXIOI-UHFFFAOYSA-N,2018,IC50,8.346787
TXAFTVWJSAFODA-UHFFFAOYSA-N,2021,IC50,6.180456
TXRXZXXDVZMXQI-UHFFFAOYSA-N,2021,IC50,7.045757
TYWRNMFRUMXPGG-UHFFFAOYSA-N,2021,IC50,4.395342
TZPVKYRYMPBIAR-UHFFFAOYSA-N,2018,IC50,5.568636
TZWBQCSHNHTYRV-UHFFFAOYSA-N,2021,IC50,6.229148
UACQNMPQQNWDHW-UHFFFAOYSA-N,2015,IC50,6.552842
UBCCMDWWWBPHGT-UHFFFAOYSA-N,2012,IC50,5.376751
UBGWLXSKDOAQDZ-UHFFFAOYSA-N,2015,IC50,7.958607
