inchikey,year,standard_type,pAct
HIFGIGWFWSVOEK-UHFFFAOYSA-N,2007,Ki,6.920819
HIGILHVUMICSAW-UHFFFAOYSA-N,2010,Ki,7.080922
HIGILHVUMICSAW-UHFFFAOYSA-N,2010,Ki,6.823909
HIILLLQCAOPSPC-UHFFFAOYSA-N,2021,Ki,6.892451
HIILLLQCAOPSPC-UHFFFAOYSA-N,2021,Ki,6.890017
HIILLLQCAOPSPC-UHFFFAOYSA-N,2021,EC50,7.831797
HIILLLQCAOPSPC-UHFFFAOYSA-N,2021,EC50,7.830032
HIILLLQCAOPSPC-UHFFFAOYSA-N,2021,EC50,7.559091
HIILLLQCAOPSPC-UHFFFAOYSA-N,2021,EC50,7.560036
HIIUKDCXWBFGHZ-UHFFFAOYSA-N,2002,Ki,6.493495
HINWGODKQABLIJ-UHFFFAOYSA-N,2006,Ki,5.709965
HIPKZAPXNSTELT-UHFFFAOYSA-N,2014,Ki,6.472370
HIPKZAPXNSTELT-UHFFFAOYSA-N,2017,Ki,6.472370
HIPKZAPXNSTELT-UHFFFAOYSA-N,2018,Ki,6.472370
HIPYXDMEWZLKPQ-KOAQGZTJSA-N,2022,Ki,6.657577
HIRZFMOIKMLUHF-LAUBAEHRSA-N,2010,Ki,7.000000
HIRZFMOIKMLUHF-UHFFFAOYSA-N,2010,Ki,6.900009
HIRZFMOIKMLUHF-UHFFFAOYSA-N,2010,Ki,6.900009
HIRZFMOIKMLUHF-UHFFFAOYSA-N,2010,Ki,6.900009
HIRZFMOIKMLUHF-UHFFFAOYSA-N,2010,Ki,6.900009
HISGEOZMKTZBBP-UHFFFAOYSA-N,2014,Ki,5.945770
HISGEOZMKTZBBP-UHFFFAOYSA-N,2014,IC50,6.605548
HISGEOZMKTZBBP-UHFFFAOYSA-N,2017,Ki,5.945770
HISGEOZMKTZBBP-UHFFFAOYSA-N,2018,Ki,5.945770
HISOESWRZZNGEY-UHFFFAOYSA-N,2015,Ki,7.167491
HISVPUHXONHOSX-UHFFFAOYSA-N,1997,Ki,6.920819
HIUHIPDXUUSPDY-VIFPVBQESA-N,2010,IC50,7.770062
HIUMOAWWYUAXFP-ALOJWSFFSA-N,2013,Ki,6.787014
HIURADGFEHNSHY-UHFFFAOYSA-N,2015,Ki,7.638272
HIVHEOCGLZASLB-UHFFFAOYSA-N,2010,Ki,6.699992
HIVKGGQTWNURAT-UHFFFAOYSA-N,2020,Ki,6.856985
HIVKGGQTWNURAT-UHFFFAOYSA-N,2022,Ki,6.856985
HIYFAGTUBRCMCS-VSGBWIQQSA-N,2015,Ki,6.947691
HIYLSOSERAQOHL-KDOFPFPSSA-N,2000,Ki,6.667562
HIYLSOSERAQOHL-RDTXWAMCSA-N,2000,Ki,7.623423
HJCKNZCUBOVUBA-UAPYVXQJSA-N,2022,Ki,6.337242
HJHGQNPJVJPIQZ-UHFFFAOYSA-N,2019,Kd,8.680062
HJHGQNPJVJPIQZ-UHFFFAOYSA-N,2019,Ki,8.830032
HJKLOGARPBXZTP-UHFFFAOYSA-N,2011,Ki,5.763463
HJLBJHJXDDKNRO-UHFFFAOYSA-N,2017,Ki,5.411392
HJLBJHJXDDKNRO-UHFFFAOYSA-N,2018,Ki,5.411392
HJOOPOPFMHOXPP-UHFFFAOYSA-N,2013,Ki,6.674279
HJSGUUPPOBQDHU-OAHLLOKOSA-N,1996,Ki,6.258848
HJUULADZDAQJAD-UHFFFAOYSA-N,2019,Ki,5.359618
HJWHHQIVUHOBQN-MRXNPFEDSA-N,1998,Ki,6.292430
HJWHHQIVUHOBQN-UHFFFAOYSA-N,1991,Ki,7.259637
HJWHHQIVUHOBQN-UHFFFAOYSA-N,1991,Ki,5.886057
HJWWNWMERDPVMY-UHFFFAOYSA-N,2016,Ki,7.000000
HJWWNWMERDPVMY-UHFFFAOYSA-N,2019,Ki,7.319664
HJWWNWMERDPVMY-UHFFFAOYSA-N,2020,Ki,7.319664
HJZYUBCMOFCAGG-CYBMUJFWSA-N,2001,Ki,6.266803
HKAMZPHBOUTAED-UHFFFAOYSA-N,2019,Ki,6.193820
HKAMZPHBOUTAED-UHFFFAOYSA-N,2019,Ki,6.387216
HKAVEMLHBNPBSZ-PTTOYHQWSA-N,2000,Ki,6.299998
HKAWCIGAEVMZGN-SFHVURJKSA-N,2000,Ki,6.494850
HKAWCIGAEVMZGN-SFHVURJKSA-N,2000,Ki,6.610834
HKAWCIGAEVMZGN-UHFFFAOYSA-N,2000,Ki,6.292430
HKAWCIGAEVMZGN-UHFFFAOYSA-N,2000,Ki,6.677781
HKBFAJQLEHSBTM-UHFFFAOYSA-N,1999,Ki,5.599999
HKDCDBFKNRMFSY-UHFFFAOYSA-N,1995,Ki,6.570248
HKDCDBFKNRMFSY-UHFFFAOYSA-N,2013,Ki,6.570248
HKDMXVFAYYQTRF-UHFFFAOYSA-N,2020,Ki,5.226652
HKDOASHONDCKDU-UHFFFAOYSA-N,2023,Ki,6.080922
HKDOASHONDCKDU-UHFFFAOYSA-N,2023,IC50,4.638272
HKDWHBNHNQEUKW-UHFFFAOYSA-N,2019,Kd,6.850012
HKDWHBNHNQEUKW-UHFFFAOYSA-N,2019,Ki,6.950007
HKELRUMBUSUQHV-FYYLOGMGSA-N,2003,Ki,7.721246
HKELRUMBUSUQHV-GMAHTHKFSA-N,2003,Ki,8.455932
HKFCZKONZLVXFH-UHFFFAOYSA-N,2016,Ki,5.741363
HKNMRMSDNAFOMI-UHFFFAOYSA-N,2019,Ki,6.494850
HKODNYJFALMYIC-UHFFFAOYSA-N,2022,Ki,6.886057
HKOFHLGKVUBWFI-UHFFFAOYSA-N,2019,Ki,8.698970
HKOJNCZKZSYFEQ-GDLZYMKVSA-N,2013,Ki,8.408935
HKOJNCZKZSYFEQ-GDLZYMKVSA-N,2013,Ki,8.221849
HKOJNCZKZSYFEQ-GDLZYMKVSA-N,2013,Ki,9.275724
HKOJNCZKZSYFEQ-LJAQVGFWSA-N,2013,Ki,8.055517
HKOJNCZKZSYFEQ-LJAQVGFWSA-N,2013,Ki,8.096910
HKOJNCZKZSYFEQ-LJAQVGFWSA-N,2013,Ki,8.376751
HKUPNFQZELWUIO-UHFFFAOYSA-N,2016,Ki,6.899629
HKUPNFQZELWUIO-UHFFFAOYSA-N,2016,Ki,6.900009
HKXKURPRSDNOEE-UHFFFAOYSA-N,2014,Ki,8.221849
HKYVEEPQWZMBJJ-UHFFFAOYSA-N,2009,Ki,5.564793
HLDHQIOVGJCOFD-UHFFFAOYSA-N,2020,IC50,6.869666
HLDNXAAXZRBYJW-UHFFFAOYSA-N,1996,Ki,6.499997
HLGKXVMBSLHNKH-UWJYYQICSA-N,2021,Ki,7.330033
HLGVBUMXLSDTEW-UHFFFAOYSA-N,2020,EC50,4.886057
HLGVBUMXLSDTEW-UHFFFAOYSA-N,2023,EC50,4.886057
HLJDGDVDXPMCOC-UHFFFAOYSA-N,2010,EC50,9.100015
HLJDGDVDXPMCOC-UHFFFAOYSA-N,2010,Ki,8.599980
HLLYNFMNKJGCNN-UHFFFAOYSA-N,2021,Ki,7.899629
HLPZIBGYIXVOLZ-UHFFFAOYSA-N,2018,Ki,7.431798
HLWTUGVLYCATKY-OCEACIFDSA-N,2015,Ki,7.420216
HLWTUGVLYCATKY-OCEACIFDSA-N,2015,Ki,7.468521
HLWTUGVLYCATKY-OCEACIFDSA-N,2019,Ki,7.420216
HLWTUGVLYCATKY-OCEACIFDSA-N,2019,Ki,7.468521
HLYMHQWTEQNZLL-IBGZPJMESA-N,2005,Ki,5.744727
HMAKCCQMRGCRHO-XYWHTSSQSA-N,2013,Ki,6.538802
HMARDJDFKPIBGI-UHFFFAOYSA-N,2006,Ki,6.471083
HMBLGIYYEVWFCT-XMMPIXPASA-N,2017,EC50,7.591760
HMBLGIYYEVWFCT-XMMPIXPASA-N,2017,Ki,7.429457
HMBLGIYYEVWFCT-XMMPIXPASA-N,2017,EC50,6.705975
HMBLGIYYEVWFCT-XMMPIXPASA-N,2017,EC50,6.711080
HMBLGIYYEVWFCT-XMMPIXPASA-N,2017,EC50,7.609065
HMDHSUIMQILHRP-UHFFFAOYSA-N,2002,Ki,6.124939
HMEQJDULYLZBGI-UHFFFAOYSA-N,2023,Ki,5.682564
HMEQJDULYLZBGI-UHFFFAOYSA-N,2023,Ki,5.679999
HMEQJDULYLZBGI-UHFFFAOYSA-N,2023,EC50,5.452348
HMEQJDULYLZBGI-UHFFFAOYSA-N,2023,EC50,5.450000
HMEQJDULYLZBGI-UHFFFAOYSA-N,2023,EC50,6.524329
HMEQJDULYLZBGI-UHFFFAOYSA-N,2023,EC50,6.519993
HMETZCGOVJHJBJ-WKILWMFISA-N,2016,Ki,8.337242
HMFMXNMQUZMGQI-OWOJBTEDSA-N,2005,Ki,7.340084
HMFWWORRYDWEDS-UHFFFAOYSA-N,1999,Ki,8.187087
HMGRFTFFMNAXLQ-UHFFFAOYSA-N,2016,IC50,7.494850
HMILUIFVMYFSEQ-UHFFFAOYSA-N,2008,Ki,7.070019
HMLJHBVGLCIEGH-UHFFFAOYSA-N,2012,Ki,6.107905
HMLJHBVGLCIEGH-UHFFFAOYSA-N,2012,Ki,6.494850
HMMLWDCQIVJIHP-UHFFFAOYSA-N,2010,Ki,6.699992
HMMLWDCQIVJIHP-UHFFFAOYSA-N,2010,Ki,6.799998
HMMXYCTYWOEEES-UHFFFAOYSA-N,2020,Ki,6.395774
HMNQGWRAUUDLTE-UHFFFAOYSA-N,2019,Ki,6.022276
HMRRDGDXTNUCPS-QGZVFWFLSA-N,2002,Ki,6.563837
HMSQOZVGOAWQNS-UHFFFAOYSA-N,2010,Ki,9.455932
HMSZCGYHVDSIIK-UHFFFAOYSA-N,2012,Ki,7.195861
HMSZGAMZVAVPLW-IBGZPJMESA-N,2011,IC50,6.099999
HMTJKRFRBLRBNL-BVAGGSTKSA-N,2016,Ki,6.350003
HMVJSLZLZZJKHU-UHFFFAOYSA-N,2015,Ki,7.657577
HMVJSLZLZZJKHU-UHFFFAOYSA-N,2015,Ki,8.000000
HMVJSLZLZZJKHU-UHFFFAOYSA-N,2015,EC50,6.320000
HMVJSLZLZZJKHU-UHFFFAOYSA-N,2015,EC50,5.959999
HMWSGGIOEHIOOI-UHFFFAOYSA-N,2006,Ki,5.892790
HMXWHDMFAKYACA-UHFFFAOYSA-N,2007,Ki,6.699992
HMYBAZWTOQSPCY-DEOSSOPVSA-N,2009,EC50,7.385103
HNCOLMVXXZHGHT-UHFFFAOYSA-N,2012,Ki,7.119186
HNCOLMVXXZHGHT-UHFFFAOYSA-N,2012,Ki,7.022276
HNESGTKRCNCDKX-UHFFFAOYSA-N,2019,IC50,7.397940
HNFGNFPOEVJRAY-UHFFFAOYSA-N,2020,Ki,5.768530
HNFGNFPOEVJRAY-UHFFFAOYSA-N,2022,Ki,5.768530
HNFGNFPOEVJRAY-UHFFFAOYSA-N,2022,Ki,6.395774
HNFWRWQITYFMNA-UHFFFAOYSA-N,2014,Ki,8.455932
HNFWRWQITYFMNA-UHFFFAOYSA-N,2014,Ki,8.450016
HNFWRWQITYFMNA-UHFFFAOYSA-N,2014,EC50,8.570248
HNFWRWQITYFMNA-UHFFFAOYSA-N,2014,EC50,8.569925
HNHYEMWEPKSHFD-UHFFFAOYSA-N,2017,IC50,6.057992
HNKSCJOZAQWYMZ-QAQDUYKDSA-N,2020,Ki,6.136677
HNKSCJOZAQWYMZ-QAQDUYKDSA-N,2022,Ki,6.136677
HNKUJCOSNCIIKR-UHFFFAOYSA-N,2019,Ki,7.026872
HNLISXDOJMLKAY-UHFFFAOYSA-N,2007,Ki,7.578396
HNLPCBJRLMCWJQ-UHFFFAOYSA-N,2019,Kd,8.130006
HNLPCBJRLMCWJQ-UHFFFAOYSA-N,2019,Ki,8.110026
HNMDMLNEALPPKX-UHFFFAOYSA-N,2016,Ki,6.632644
HNPAUMYBQXZAJH-UHFFFAOYSA-N,2016,Ki,6.661544
HNPAUMYBQXZAJH-UHFFFAOYSA-N,2016,Ki,6.659992
HNQHMECPKRTTRV-IEJKQUADSA-N,2015,Kd,5.301030
HNRDJYILRSRTOJ-JCNLHEQBSA-N,2023,Ki,6.346787
HNSLMUBRFVOOOR-UHFFFAOYSA-N,2006,Ki,7.083020
HNSLMUBRFVOOOR-UHFFFAOYSA-N,2006,Ki,6.596879
HNTIGZIKHBPAFD-BGYRXZFFSA-N,2007,Ki,7.107905
HNTIGZIKHBPAFD-MXVIHJGJSA-N,2007,Ki,7.431798
HNUFROAJESGZAR-UEYSASPJSA-N,2022,Ki,6.259637
HNVPKMQKKJUCMS-UHFFFAOYSA-N,2006,Ki,6.707744
HNVPKMQKKJUCMS-UHFFFAOYSA-N,2006,Ki,6.707744
HNWDHNRLIUTHEU-UHFFFAOYSA-N,2010,Ki,7.779892
HNYKNGYYMXLUFG-UHFFFAOYSA-N,2013,Ki,8.096910
HOCOYMYTCFJGMV-UHFFFAOYSA-N,2022,Ki,5.259637
HOFUBOSPQUNORR-UHFFFAOYSA-N,2017,Ki,4.889814
HOFUBOSPQUNORR-UHFFFAOYSA-N,2018,Ki,4.889814
HOFXBWNODSOCNI-KESTWPANSA-N,2014,Ki,6.526221
HOIIHACBCFLJET-SFTDATJTSA-N,2020,IC50,8.387216
HOIIHACBCFLJET-SFTDATJTSA-N,2020,IC50,8.494850
HOJGYADNYPGADT-UAPYVXQJSA-N,2013,Ki,6.691201
HOKRGWVLSKYIGL-UHFFFAOYSA-N,2004,Ki,6.080002
HOMQYYYMDXLYHT-XYWHTSSQSA-N,2014,Ki,7.466101
HOPPBDCZOOMPDL-UHFFFAOYSA-N,1993,Ki,6.192465
HOZYTVYXSUBCBF-UHFFFAOYSA-N,2011,Ki,6.958607
HOZYTVYXSUBCBF-UHFFFAOYSA-N,2011,Ki,6.958607
HPBCFIIQRFMWKG-HNAYVOBHSA-N,2017,Ki,5.200000
HPCHKTZCFMXPGM-UHFFFAOYSA-N,2022,Ki,7.207608
HPCYDJYPCSVTMW-NSHDSACASA-N,2010,IC50,7.920096
HPGPGSLIDVUPKR-UHFFFAOYSA-N,2010,Ki,6.799998
HPGPGSLIDVUPKR-UHFFFAOYSA-N,2010,Ki,6.599998
HPGPGSLIDVUPKR-UHFFFAOYSA-N,2010,Ki,6.799998
HPLCRGYHYQJALL-UHFFFAOYSA-N,2016,Ki,6.571865
HPOUQSRZENVPHH-UHFFFAOYSA-N,2006,Ki,6.286509
HPRWHXGAJGUOCP-UHFFFAOYSA-N,2013,Ki,5.705313
HPSXIRMSZPEQTB-MEMLXQNLSA-N,1997,Ki,8.301030
HPTXIDFVXWZMRU-IRJFHVNHSA-N,2020,Ki,5.958607
HPTXIDFVXWZMRU-IRJFHVNHSA-N,2022,Ki,5.958607
HPUYFCNUROWQBG-UHFFFAOYSA-N,2010,Ki,5.590067
HPUYFCNUROWQBG-UHFFFAOYSA-N,2010,Ki,6.457175
HPZUBMVVAGACEL-UHFFFAOYSA-N,2008,Ki,4.173925
HQAMJNKOXUQUKS-XYWHTSSQSA-N,2013,Ki,6.466101
HQCCZCGQNSJNDG-YSMPRRRNSA-N,2017,Ki,9.244125
HQCCZCGQNSJNDG-YSMPRRRNSA-N,2017,Ki,9.301030
HQCCZCGQNSJNDG-YSMPRRRNSA-N,2017,EC50,6.221849
HQDIIIDLDYDDHJ-UHFFFAOYSA-N,2017,EC50,7.266001
HQGWTXXZVBZBPH-OAHLLOKOSA-N,1999,Ki,8.197226
HQGWTXXZVBZBPH-OAHLLOKOSA-N,1999,Ki,7.337242
HQGWTXXZVBZBPH-UHFFFAOYSA-N,1996,Ki,6.380907
HQLVUJZOSDAHEZ-UHFFFAOYSA-N,2006,Ki,6.667562
HQPJIWFXJJJLTM-OWOJBTEDSA-N,2005,Ki,7.863279
HQPJIWFXJJJLTM-OWOJBTEDSA-N,2005,Ki,7.181774
HQPJIWFXJJJLTM-OWOJBTEDSA-N,2005,IC50,8.081445
HQPJIWFXJJJLTM-OWOJBTEDSA-N,2005,Ki,7.863279
HQRFZVMMLKMRQZ-UHFFFAOYSA-N,2020,Ki,6.585027
HQRNKAQTZUDDEM-UHFFFAOYSA-N,2017,Ki,8.251812
HQURDNFFLCLLLC-ZRZAMGCNSA-N,2007,Ki,6.230623
HQUSWISCKAODEN-UHFFFAOYSA-N,2023,Ki,6.966576
HQVGADXQHMROOB-DEOSSOPVSA-N,2010,Ki,6.568636
HQXCPXHVSRWLFR-UHFFFAOYSA-N,2001,Ki,6.301030
HRCGTLOWYKJDFC-CYBMUJFWSA-N,2013,EC50,8.292430
HRCGTLOWYKJDFC-CYBMUJFWSA-N,2013,Ki,7.267606
HRFJJRGWVMXDND-UHFFFAOYSA-N,2015,Ki,6.016374
HRGLDIJXNKMLQF-XUTJKUGGSA-N,2013,Ki,6.219899
HRHSURDPAJFNRA-UHFFFAOYSA-N,2012,Ki,6.853872
HRHSURDPAJFNRA-UHFFFAOYSA-N,2012,Ki,6.677781
HRMBIDRBEARFLN-UHFFFAOYSA-N,2006,Ki,5.948462
HRQSRFLNKXUFRB-KESTWPANSA-N,1997,Ki,8.769551
HRSJSQHPKLXGDX-XBTDCMMSSA-N,2014,Ki,6.535198
HRXRYNFLHBSTFS-BUHFOSPRSA-N,2003,Ki,7.868381
HRXRYNFLHBSTFS-BUHFOSPRSA-N,2010,Ki,7.868381
HSCUDLWMSFZPQC-SMQSCJQKSA-N,2023,Ki,6.013228
HSGAHVKGLOLDHR-AREMUKBSSA-N,2020,Ki,7.259637
HSGAHVKGLOLDHR-UHFFFAOYSA-N,2020,Ki,7.259637
HSIMYBORWJJPOY-UHFFFAOYSA-N,1998,IC50,7.091515
HSLNVWLELBRHSX-UHFFFAOYSA-N,2020,Ki,6.107905
HSLNVWLELBRHSX-UHFFFAOYSA-N,2022,Ki,6.107905
HSNDKUASWXMOHD-UHFFFAOYSA-N,2016,Ki,7.283997
HSNYXCLIIFCSNB-SFHVURJKSA-N,2014,Ki,7.099414
HSOIWCPMXCWYHB-UHFFFAOYSA-N,1992,Ki,8.508638
HSONZWPNORZWDX-IBGZPJMESA-N,2006,Ki,6.539102
HSRIVLACNJBPQF-UHFFFAOYSA-N,2011,Ki,8.408935
HSRRXVXAAFPNDA-UHFFFAOYSA-N,2020,Ki,6.829738
HSRRXVXAAFPNDA-UHFFFAOYSA-N,2022,Ki,6.829738
HSTZLQFEUGWBDW-UHFFFAOYSA-N,2017,Ki,8.091515
HSTZLQFEUGWBDW-UHFFFAOYSA-N,2017,Ki,8.130768
HSTZLQFEUGWBDW-UHFFFAOYSA-N,2017,EC50,6.721246
HSTZLQFEUGWBDW-UHFFFAOYSA-N,2017,EC50,6.160001
HSTZLQFEUGWBDW-UHFFFAOYSA-N,2017,EC50,6.161151
HSTZLQFEUGWBDW-UHFFFAOYSA-N,2017,EC50,6.719991
HSUMSZZOHVUKPB-ROZQTZPBSA-N,2010,Ki,6.663540
HTAKTCONXBKFJI-UHFFFAOYSA-N,2019,IC50,7.241845
HTCSLUIDBLHLBF-UHFFFAOYSA-N,2016,Ki,6.270026
HTDIOUCPOHFDQH-UHFFFAOYSA-N,2016,Ki,5.290000
HTHHKXUTDJTRGL-AFARHQOCSA-N,2016,Ki,8.853872
HTHHKXUTDJTRGL-AFARHQOCSA-N,2017,Ki,8.853872
HTHHKXUTDJTRGL-AFARHQOCSA-N,2017,Ki,8.853872
HTHHKXUTDJTRGL-DKXQDJALSA-N,2017,Ki,8.991400
HTHHKXUTDJTRGL-DKXQDJALSA-N,2017,Ki,8.991400
HTKIFNUUHOERMF-UHFFFAOYSA-N,2002,Ki,6.187087
HTLXYBUCLBSMJZ-XGAFWQRZSA-N,2019,EC50,7.853872
HTLXYBUCLBSMJZ-XGAFWQRZSA-N,2019,EC50,7.055517
HTLXYBUCLBSMJZ-XGAFWQRZSA-N,2019,EC50,7.840132
HTLXYBUCLBSMJZ-XGAFWQRZSA-N,2019,EC50,7.049976
HTQLYZCPYPEYGO-UHFFFAOYSA-N,2001,Ki,8.301030
HTRSJSLNAMKILK-UHFFFAOYSA-N,2016,IC50,5.443697
HTSNFXAICLXZMA-CYBMUJFWSA-N,1994,Ki,7.408935
HTSNFXAICLXZMA-CYBMUJFWSA-N,1994,Ki,8.070581
HTSNFXAICLXZMA-CYBMUJFWSA-N,2002,Ki,8.045757
HTSNFXAICLXZMA-CYBMUJFWSA-N,2002,Ki,7.568636
HTSNFXAICLXZMA-CYBMUJFWSA-N,2010,Ki,5.644357
HTSNFXAICLXZMA-CYBMUJFWSA-N,2010,Ki,7.759451
HTSNFXAICLXZMA-CYBMUJFWSA-N,2015,EC50,6.787812
HTSNFXAICLXZMA-CYBMUJFWSA-N,2015,EC50,6.424812
HTSNFXAICLXZMA-CYBMUJFWSA-N,2015,EC50,6.073658
HTSNFXAICLXZMA-CYBMUJFWSA-N,2018,Ki,6.863279
HTUUHRUKYOQVBN-UHFFFAOYSA-N,2019,Ki,6.482804
HTXCEVIRYDTYBS-UHFFFAOYSA-N,2015,Ki,7.292430
HUBNPWLMVNJPBW-UHFFFAOYSA-N,2007,Ki,8.199971
HUEMJHLBWFDXTF-QAQDUYKDSA-N,2013,Ki,5.804654
HUFKKUQWYKMUNC-UHFFFAOYSA-N,2013,Ki,6.741123
HUFSUMIWNMPJOE-UHFFFAOYSA-N,2016,Ki,7.443697
HUIZNJVXOSCZJU-UXLOVFDUSA-N,2014,Ki,6.034798
HUKNOHADSBATLH-OBGWFSINSA-N,2003,Ki,7.494850
HUKSBDBJOJSVHS-UHFFFAOYSA-N,2011,Ki,6.707744
HURBEFKRLRSDKC-UHFFFAOYSA-N,2010,Ki,6.599998
HUTRNXILWVFUDE-UHFFFAOYSA-N,2002,Ki,8.056505
HUTSIWXIIUGDBK-UHFFFAOYSA-N,2020,Ki,6.978811
HUTSIWXIIUGDBK-UHFFFAOYSA-N,2022,Ki,6.978811
HUVWCUMZGKOSQX-KESTWPANSA-N,2014,Ki,7.323398
HUXFXXWYIRBVJR-JOCHJYFZSA-N,1996,Ki,6.299998
HUXFXXWYIRBVJR-UHFFFAOYSA-N,1996,Ki,6.199998
HUZCEKOWDSLRDU-UHFFFAOYSA-N,2020,Ki,6.573489
HUZCEKOWDSLRDU-UHFFFAOYSA-N,2022,Ki,6.573489
HVAOTAPASCTPHK-UHFFFAOYSA-N,2014,Ki,6.958607
HVAOTAPASCTPHK-UHFFFAOYSA-N,2014,Ki,6.959991
HVEBDZMABXCCBQ-YORAJNPUSA-N,2014,Ki,7.349984
HVESNMTZXGJVII-OIFYPAEGSA-N,2013,Ki,6.395374
HVGNYVOUQOKFLU-UHFFFAOYSA-N,2012,Ki,7.468521
HVGNYVOUQOKFLU-UHFFFAOYSA-N,2012,Ki,7.769551
HVJCLUCMUNKFOJ-UHFFFAOYSA-N,2017,Ki,6.280669
HVJCLUCMUNKFOJ-UHFFFAOYSA-N,2018,Ki,6.280669
HVJOIRMQZXEGPW-UHFFFAOYSA-N,2009,Ki,5.417028
HVMJOCQDRCRUSG-GDBMZVCRSA-N,1995,Ki,7.469800
HVMJOCQDRCRUSG-HOCLYGCPSA-N,1995,Ki,5.978811
HVMWQJLTYBIVCR-SAIGFBBZSA-N,2014,Ki,7.110362
HVNIAEADLPQYLQ-UHFFFAOYSA-N,2014,Ki,7.267606
HVOHERSVEMLWFM-AWEZNQCLSA-N,2010,IC50,6.850012
HVRAFUMMICTAKQ-UHFFFAOYSA-N,2023,Ki,8.134304
HVROSOVHMGPEMN-UHFFFAOYSA-N,2021,Ki,5.908685
HVROSOVHMGPEMN-UHFFFAOYSA-N,2021,Ki,5.910000
HVSRNYNPOUFDNJ-UHFFFAOYSA-N,2010,EC50,9.199971
HVSRNYNPOUFDNJ-UHFFFAOYSA-N,2010,Ki,7.100015
HVSUPPZVIPTMEM-UHFFFAOYSA-N,2011,Ki,9.657577
HVSUPPZVIPTMEM-UHFFFAOYSA-N,2012,EC50,8.602060
HVSUPPZVIPTMEM-UHFFFAOYSA-N,2012,Ki,9.522879
HVSUPPZVIPTMEM-UHFFFAOYSA-N,2012,EC50,9.221849
HVSUPPZVIPTMEM-UHFFFAOYSA-N,2015,Ki,9.494850
HVSUPPZVIPTMEM-UHFFFAOYSA-N,2015,EC50,9.301030
HVXBMABYUWVXDA-UHFFFAOYSA-N,2015,Ki,7.698970
HVXBMABYUWVXDA-UHFFFAOYSA-N,2015,EC50,7.193820
HVYFBECSQURUQP-UHFFFAOYSA-N,2017,Ki,6.397940
HWAIAGZSWHOLLK-UHFFFAOYSA-N,2019,Ki,5.080922
HWAXOXRRJFJRSF-UHFFFAOYSA-N,2018,Ki,6.939302
HWAXOXRRJFJRSF-UHFFFAOYSA-N,2018,Ki,6.518557
HWHPJDOZGZLVJB-UHFFFAOYSA-N,2016,Ki,5.532688
HWHPJDOZGZLVJB-UHFFFAOYSA-N,2016,Ki,5.530000
HWISWHUWIQAPMO-CILPGNKCSA-N,1996,Ki,5.899998
HWISWHUWIQAPMO-CILPGNKCSA-N,1996,Ki,6.499997
HWJXQZBZKJYOMP-UHFFFAOYSA-N,2007,Ki,7.130768
HWJXQZBZKJYOMP-UHFFFAOYSA-N,2008,Ki,7.379968
HWKROQUZSKPIKQ-MRXNPFEDSA-N,2000,Ki,6.499997
HWKROQUZSKPIKQ-MRXNPFEDSA-N,2001,Ki,6.500313
HWLQRSMZQWZHLO-HRAATJIYSA-N,2009,Ki,7.500038
HWLQRSMZQWZHLO-HRAATJIYSA-N,2009,Ki,7.500038
HWNDEDIZZJRHGF-UHFFFAOYSA-N,2014,Ki,6.436519
HWNDEDIZZJRHGF-UHFFFAOYSA-N,2017,Ki,6.436519
HWNDEDIZZJRHGF-UHFFFAOYSA-N,2018,Ki,6.436519
HWOUIMXZGKRMNK-UHFFFAOYSA-N,2001,IC50,6.254145
HWPBJQCGTNVQQO-UHFFFAOYSA-N,2017,Ki,6.079877
HWPIJKYZIWLKPB-UHFFFAOYSA-N,2005,Ki,7.958607
HWQRTZYDLYMZFE-OBMJPTGESA-N,2018,IC50,8.698970
HWSGUVGRRBAPDE-UHFFFAOYSA-N,2022,Ki,7.090979
HWSOAPGUROKPOX-MXVIHJGJSA-N,1998,Ki,8.522879
HWSOAPGUROKPOX-MXVIHJGJSA-N,1998,IC50,8.004365
HWTAZRRAKMJTGD-UHFFFAOYSA-N,2012,EC50,8.602060
HWTAZRRAKMJTGD-UHFFFAOYSA-N,2012,Ki,8.468521
HWTAZRRAKMJTGD-UHFFFAOYSA-N,2015,Ki,8.468521
HWTAZRRAKMJTGD-UHFFFAOYSA-N,2015,EC50,8.552842
HWTAZRRAKMJTGD-UHFFFAOYSA-N,2015,EC50,9.000000
HWZBTMUYGJHELF-WGSAOQKQSA-N,2013,Ki,6.287350
HXAVSZOPACOYAR-UHFFFAOYSA-N,2016,Ki,6.489455
HXCWGVSINJYYSW-UHFFFAOYSA-N,2008,Ki,5.013228
HXCWGVSINJYYSW-UHFFFAOYSA-N,2008,Ki,5.055517
HXEXYULSUCMWPN-HZPDHXFCSA-N,2001,Ki,6.045757
HXGBXQDTNZMWGS-RUZDIDTESA-N,2011,IC50,4.600000
HXHXEJHGUJSCBJ-UHFFFAOYSA-N,1997,Ki,5.886057
HXHYBBJDNMJVBF-WFXMLNOXSA-N,2021,Ki,7.621602
HXHZPLKJASKRCI-UHFFFAOYSA-N,2014,Ki,8.130768
HXHZPLKJASKRCI-UHFFFAOYSA-N,2014,Ki,8.173925
HXHZPLKJASKRCI-UHFFFAOYSA-N,2014,EC50,6.359996
HXHZPLKJASKRCI-UHFFFAOYSA-N,2014,EC50,6.356547
HXJGPTHZZPIRKV-UHFFFAOYSA-N,2020,EC50,5.376751
