inchikey,year,standard_type,pAct
CHUSBYPJIXEVJR-QHCPKHFHSA-N,1998,Ki,5.769551
CIDXHDROLDYFIS-UHFFFAOYSA-N,2017,IC50,8.554396
CIDXHDROLDYFIS-UHFFFAOYSA-N,2018,IC50,8.554396
CIWIXAWBOUWNQK-UHFFFAOYSA-N,2017,IC50,8.749580
CIWIXAWBOUWNQK-UHFFFAOYSA-N,2018,IC50,8.749580
CIXKPLGEAAADPG-WUFINQPMSA-N,1996,IC50,7.958607
CIZAZGNGSGBRIV-WMZOPIPTSA-N,1997,IC50,5.031517
CJBOWGIXYJGLGQ-BFGHFXMOSA-N,2014,Ki,6.499997
CJCJGNDYISQCMT-JLTOFOAXSA-N,2006,Ki,8.769551
CJEMHYNHZXIHFV-UHFFFAOYSA-N,2001,IC50,9.568636
CJKYRASQASCQQD-UHFFFAOYSA-N,1998,IC50,6.818156
CJQIMLAPDUEUTH-UHFFFAOYSA-N,2000,IC50,6.677781
CJTUMEIDUUCTSL-PMACEKPBSA-N,2010,Ki,9.292430
CJTUMEIDUUCTSL-VQTJNVASSA-N,2010,Ki,9.214670
CJUCQSBUIKQBDX-PMACEKPBSA-N,2002,IC50,9.698970
CJYLEVUNMXXSAG-ZTNHBREUSA-N,2013,Ki,11.045757
CKTOCNIMPWRZSV-UHFFFAOYSA-N,2015,IC50,9.229148
CLBCWRSUIAHSED-ROUUACIJSA-N,2011,IC50,8.853872
CLGSBTDEYZSYHA-NSOVKSMOSA-N,1992,IC50,7.169411
CLGSBTDEYZSYHA-NSOVKSMOSA-N,1998,IC50,7.169989
CMHQSZGZHCBTQY-CNUJNCEHSA-N,2010,IC50,7.886057
CMHQSZGZHCBTQY-CNUJNCEHSA-N,2010,IC50,9.180456
CMHQSZGZHCBTQY-HNDHONNRSA-N,2010,IC50,7.327902
CMHQSZGZHCBTQY-HNDHONNRSA-N,2010,IC50,8.823909
CMHQSZGZHCBTQY-RSKZVPLKSA-N,2010,IC50,9.000000
CMHQSZGZHCBTQY-RSKZVPLKSA-N,2010,IC50,9.958607
CMHQSZGZHCBTQY-VYUYYQKWSA-N,2010,IC50,9.000000
CMHQSZGZHCBTQY-VYUYYQKWSA-N,2010,IC50,10.045757
CMQPBJQRYACTFV-UHFFFAOYSA-N,2015,Ki,6.134304
CMVKWSMUPSXKPB-QHCPKHFHSA-N,1994,IC50,5.978811
CMVXFHWNHDMDCR-UHFFFAOYSA-N,2001,IC50,7.086186
CNDCKVKAMQTYNU-UHFFFAOYSA-N,2011,IC50,7.387216
CNMBAOHWPPLFCR-RXEARMEOSA-N,1995,IC50,5.853872
CNWUKDYFDDUVSI-DPMMWBKBSA-N,2006,IC50,9.193820
CNYOMHXOSOLHBL-UHFFFAOYSA-N,2013,IC50,8.522879
COKDWHNHZYOASY-LPAMGJINSA-N,2015,Ki,8.585027
COSBLZOPZNHZQW-UHFFFAOYSA-N,2018,IC50,8.478862
CPKCVXZPCSJVIT-WUFINQPMSA-N,1996,IC50,6.508638
CPKCVXZPCSJVIT-WUFINQPMSA-N,1998,IC50,6.509999
CPXJDCBDUXOLGC-SJMRASGKSA-N,1994,IC50,7.638272
CPXJDCBDUXOLGC-SJMRASGKSA-N,1994,IC50,7.309804
CPXJDCBDUXOLGC-SJMRASGKSA-N,1998,IC50,7.639975
CPYUQXLLIOFGQM-LMIIYESCSA-N,2006,IC50,8.853872
CQJXBNDZWCFOLX-UHFFFAOYSA-N,2013,IC50,6.420216
CRRMOVLQVMJXLE-UHFFFAOYSA-N,2006,Ki,7.346787
CRYGFTHBEMRCNH-LRQRDZAKSA-N,2006,IC50,8.721246
CSMJUMNULRHYRY-PJJLUWSFSA-N,2002,Ki,6.939302
CSQCMKYFLRHQKN-UHFFFAOYSA-N,2003,Ki,8.299989
CSQCMKYFLRHQKN-UHFFFAOYSA-N,2002,IC50,8.299989
CSUAYJZRABTSRO-BJKOFHAPSA-N,2013,IC50,10.136677
CSVWVGRJWUUHQN-LRAUYJCASA-N,1993,Kd,6.499997
CSVWVGRJWUUHQN-LRAUYJCASA-N,1993,IC50,7.267606
CTCZUHQOMRXMTM-ZDNIURGKSA-N,1994,IC50,6.478862
CTHINHZPCBLTOS-MRVPVSSYSA-N,2017,Ki,4.920819
CTKCHHDEEFCGOT-OJZPPULMSA-N,2000,Ki,7.086186
CTPXPFZFOWJXMU-GGFUHWEBSA-N,2002,Ki,9.154902
CUEDHAYAJQUTCZ-CKJWBJAHSA-N,1996,IC50,6.703335
CUFIFISAHIJUMT-JRVVOHRXSA-N,2007,IC50,9.958607
CUFZTGAKJQIXIH-WZFBRQLOSA-N,2002,IC50,9.050610
CUNYOKSBVRXIJJ-UHFFFAOYSA-N,1995,IC50,8.292430
CUSDZJCNCOPIDF-NUGSKGIGSA-N,2006,Ki,6.759451
CUTMHNXVJPFDHF-UHFFFAOYSA-N,2003,Ki,8.700057
CUTQSIQNQAYIQS-UHFFFAOYSA-N,2001,IC50,9.958607
CUUQZADGWXMGRW-UHFFFAOYSA-N,2001,IC50,8.221849
CUYQGQBFUJWGCV-UHFFFAOYSA-N,2017,IC50,3.698970
CUZLMXOITHIQRF-UHFFFAOYSA-N,1996,IC50,9.096910
CVJXAAMXYMIAEU-UHFFFAOYSA-N,1995,IC50,6.246417
CVKIVNDRRBPTDE-UHFFFAOYSA-N,2011,IC50,6.552842
CVXJAPZTZWLRBP-MUUNZHRXSA-N,2001,IC50,9.638272
CVXJAPZTZWLRBP-MUUNZHRXSA-N,1996,IC50,9.823909
CVXJAPZTZWLRBP-MUUNZHRXSA-N,1996,Kd,9.400008
CVXJAPZTZWLRBP-NDEPHWFRSA-N,1996,IC50,6.376751
CVXJAPZTZWLRBP-NDEPHWFRSA-N,1996,Kd,5.300000
CVXJAPZTZWLRBP-UHFFFAOYSA-N,1996,IC50,9.638272
CWHYCZQXHMPNPS-UHFFFAOYSA-N,2003,Ki,7.000000
CWKCHSOULBLCED-UHFFFAOYSA-N,1995,IC50,6.165579
CWMJXUYOMKBSDT-NSVMSHEGSA-N,2002,Ki,9.397940
CWSRCSCGTHQTFM-UHFFFAOYSA-N,1995,IC50,7.031517
CWXSJSDJJDAMBU-UHFFFAOYSA-N,2003,Ki,7.899974
CWXSJSDJJDAMBU-UHFFFAOYSA-N,2002,IC50,7.899974
CXFWIZDXIZCABO-AWQADKOQSA-N,2002,Ki,8.327902
CYDMWSSMUBQXRD-IBGZPJMESA-N,2010,Ki,9.065502
CYDMWSSMUBQXRD-LJQANCHMSA-N,2010,Ki,8.581699
CYGLIGYBWWRIPJ-FFNFELIASA-N,1996,IC50,5.563519
CYKBLLUYVJYTFI-ICQJPXRGSA-N,1994,IC50,5.356547
CYKFSGXEZOAASR-KMWMRXANSA-N,2009,Ki,9.602060
CYKFSGXEZOAASR-KMWMRXANSA-N,2009,IC50,9.309981
CYKFSGXEZOAASR-RBYRPSCESA-N,2009,Ki,10.000000
CYKFSGXEZOAASR-RBYRPSCESA-N,2009,IC50,9.730020
CYTXURWJLFQPDZ-QYZOEREBSA-N,2006,IC50,8.568636
CZANCSDTAQEYEH-YRQCDHHQSA-N,1994,IC50,7.485452
CZEMMCCUTSUYFU-ZWKOTPCHSA-N,1996,IC50,6.744727
CZJRZIRZQQMHKI-UHFFFAOYSA-N,1995,IC50,7.795880
CZKGDOSGTYYTHQ-HOGWAELTSA-N,2001,Ki,6.950782
CZPWZLLKNSCBBA-UHFFFAOYSA-N,1995,IC50,7.552842
CZRKPNIVWXQJEF-UHFFFAOYSA-N,2000,IC50,8.744727
DAARLFWXUXISRO-GBLZOACLSA-N,2006,IC50,9.275724
DAEBXVQKLYMREV-HKBQPEDESA-N,1998,IC50,6.616185
DAKPGLXAKATDOU-OEJBOCFZSA-N,1993,IC50,6.508638
DAPDEQPNIOMAKI-IBGZPJMESA-N,1994,IC50,7.522879
DBKZTQXVXUMAQV-UHFFFAOYSA-N,2002,Kd,8.299989
DBLIVDPSCFDYOT-BJSJXSMNSA-N,2001,Ki,7.619789
DCAGUAUHSOJEOX-UHFFFAOYSA-N,1995,IC50,8.080922
DCAGUAUHSOJEOX-UHFFFAOYSA-N,1995,IC50,8.031517
DCBQKYSGEJCDPL-YADHBBJMSA-N,2007,IC50,9.236572
DDPVLRKXRZEBCR-AFJIDDCJSA-N,1995,IC50,7.799971
DDUYZUHEHGIESX-KOKNPPTNSA-N,2011,IC50,8.659953
DDUYZUHEHGIESX-KOKNPPTNSA-N,2011,Ki,9.000000
DEBQWXDHKUFHDT-UHFFFAOYSA-N,2001,IC50,7.017729
DEKCAXGKHUYNLQ-LSHDLFTRSA-N,2006,Ki,6.030118
DEMCWLJFPLEFSC-LLVKDONJSA-N,2017,Ki,4.886057
DEPBKCRKZGIDPN-KHKVHWIZSA-N,1998,IC50,7.568636
DEPBKCRKZGIDPN-KHKVHWIZSA-N,2003,Ki,7.568636
DESOAOJLQXTFGI-UHFFFAOYSA-N,2002,Kd,10.100015
DEVSGOOMIYSMNC-CUHUQNRHSA-N,2011,Ki,9.189969
DEVSGOOMIYSMNC-OUPRXKBMSA-N,2011,Ki,9.750068
DEYOMMQLWMIBRN-UHFFFAOYSA-N,2011,Ki,5.744727
DFAGIKXDVIZOGX-UHFFFAOYSA-N,2006,IC50,8.045757
DFHHBLPOXVRUDS-UHFFFAOYSA-N,1995,IC50,6.563837
DFLDMBIKJAVZHG-UHFFFAOYSA-N,2002,Kd,9.299989
DGBAJNCOLJSECV-YKAGIRRDSA-N,2007,IC50,9.920819
DGDAEJXIYKFTSC-UHFFFAOYSA-N,2012,Ki,8.769551
DGDAEJXIYKFTSC-UHFFFAOYSA-N,2012,Ki,8.853872
DGLDUQZIRFLLRH-QVWWMRLHSA-N,2011,Ki,6.886057
DGQVOEAFFYHRME-UHFFFAOYSA-N,2002,Ki,6.240000
DGQXYBVOJPZERV-WNOXWKSXSA-N,1995,IC50,8.744727
DHCGJBWTTJFZGE-MRXNPFEDSA-N,1995,IC50,7.698970
DHIJPAQVKMWGRO-VMPREFPWSA-N,1998,Ki,7.777284
DHNLMUQAIWWIEX-UHFFFAOYSA-N,2011,Ki,10.199971
DHQPHHROSYZCMG-JFXHSDHMSA-N,2000,Ki,7.721246
DHRKQJQSMYHSPN-GFCCVEGCSA-N,2015,Ki,4.900000
DHWCQNWUMKKLBS-OYRKZILTSA-N,2002,Ki,9.154902
DIISULLEIDDLEJ-XVDWRUNBSA-N,2001,Ki,6.931814
DIMLTFVHIUSASS-UHFFFAOYSA-N,2006,Ki,5.860121
DIPBPGRFGZKMEF-UHFFFAOYSA-N,1997,IC50,5.283997
DIPBPGRFGZKMEF-UHFFFAOYSA-N,2005,IC50,5.283997
DJOMTTZOLFQUNF-QGZVFWFLSA-N,1998,IC50,8.301030
DJQNAWVRMSVHNZ-UHFFFAOYSA-N,1996,IC50,6.896196
DJRYUPGFAHJFKZ-LDLFBNOTSA-N,2007,IC50,9.920819
DKFVQZBJYIGRJV-XXFYTOHFSA-N,1996,IC50,7.823909
DKPSOKZCQJXNEF-UHFFFAOYSA-N,2001,IC50,7.886057
DKZNWZVQLFXZER-JHOFKJSISA-N,2010,Ki,8.721246
DKZNWZVQLFXZER-JHOFKJSISA-N,2010,IC50,8.369979
DKZNWZVQLFXZER-YRMIJQASSA-N,2010,Ki,7.229148
DKZNWZVQLFXZER-YRMIJQASSA-N,2010,IC50,6.869988
DLHLGXBLKOJKKI-UHFFFAOYSA-N,2002,Ki,7.552842
DLNVCYVSPSXJST-CMXZEOLJSA-N,2001,Ki,7.795880
DLZRUOUPLDQRRG-PXLJZGITSA-N,1997,Kd,5.823909
DMCGPNZWXATPEH-MRVPVSSYSA-N,2016,Ki,4.655608
DMCGPNZWXATPEH-MRVPVSSYSA-N,2018,Ki,4.655608
DMCGPNZWXATPEH-MRVPVSSYSA-N,2018,Ki,4.655608
DMCGPNZWXATPEH-MRVPVSSYSA-N,2020,Ki,4.655608
DMMXXLOPZHBMHM-CLJLJLNGSA-N,1998,IC50,5.494850
DMNJGAVZKDLBNT-ARGWCVDVSA-N,2008,Ki,8.698970
DMNJGAVZKDLBNT-LRDNONRASA-N,2008,Ki,9.154902
DMPBNZKYHOVYRU-HSMZZXILSA-N,2002,Ki,8.619789
DMSQWKBRRNBBJO-UHFFFAOYSA-N,1996,IC50,6.527244
DNJBADOCDWIFNI-UHFFFAOYSA-N,1996,IC50,6.645892
DNKOFMRKTNVFCE-UHFFFAOYSA-N,2002,Ki,8.289967
DNWDXVUEVAPELT-SFTDATJTSA-N,2011,IC50,10.251812
DNYAHFKJMPYBQK-UHFFFAOYSA-N,2013,IC50,6.318759
DNYCCIRBKFMQGV-FUANUBAPSA-N,2000,IC50,6.782516
DOCORIWGLZNMHN-VMPREFPWSA-N,1992,IC50,7.777284
DOCORIWGLZNMHN-VMPREFPWSA-N,1998,IC50,7.779892
DOEVSBYTUDFXBA-CYBMUJFWSA-N,2016,Ki,4.397940
DOEVSBYTUDFXBA-CYBMUJFWSA-N,2018,Ki,4.397940
DOEVSBYTUDFXBA-CYBMUJFWSA-N,2018,Ki,4.397940
DOEVSBYTUDFXBA-CYBMUJFWSA-N,2020,Ki,4.397940
DOGOFOVKBRAJST-NRFANRHFSA-N,2014,Ki,6.099999
DOJFCZWBCZBTPF-BJSJXSMNSA-N,2001,Ki,7.356547
DORXFPYAVMERKG-UHFFFAOYSA-N,2002,IC50,6.699992
DORXFPYAVMERKG-UHFFFAOYSA-N,2005,Ki,6.699992
DOXKBIISJMVOAL-BJKOFHAPSA-N,1996,IC50,6.283997
DPCYTDUQJLVHDB-SMSORMJASA-N,1995,IC50,7.739929
DPGPXZCLSCXCQW-UHFFFAOYSA-N,2013,Ki,6.657577
DPSGZOXYCGUZMU-UHFFFAOYSA-N,2018,IC50,8.482804
DQBXATGXVPKBRP-BGVKPSKSSA-N,2006,IC50,9.022276
DQVKBCGJAWOSEV-UHFFFAOYSA-N,2001,IC50,7.060481
DRCPPVNRRKEJMS-UHFFFAOYSA-N,2001,IC50,9.657577
DSJWALPDJGTOER-PQVVEJPOSA-N,1994,Ki,6.920819
DSJXYWZMYCYKLU-UHFFFAOYSA-N,1998,IC50,8.744727
DSNJUUKGQCMCOQ-ACHIHNKUSA-N,1998,Ki,8.214670
DSTYJOGFMWNGFG-RUZDIDTESA-N,2001,IC50,9.366532
DSTYJOGFMWNGFG-UHFFFAOYSA-N,2001,IC50,9.086186
DSXDZHLLPRAKKT-XCRGKUJJSA-N,2013,Ki,11.244125
DTKNMUUJHUPQKN-SFTDATJTSA-N,2011,IC50,10.091515
DTQNEFOKTXXQKV-HKUYNNGSSA-N,1995,IC50,9.301030
DTQNEFOKTXXQKV-HKUYNNGSSA-N,1995,IC50,9.301030
DTQNEFOKTXXQKV-HKUYNNGSSA-N,1995,Ki,9.100015
DTQNEFOKTXXQKV-HKUYNNGSSA-N,1995,Ki,9.769551
DTQNEFOKTXXQKV-HKUYNNGSSA-N,1997,Kd,0.300000
DTQNEFOKTXXQKV-HKUYNNGSSA-N,1997,Kd,8.899974
DTQNEFOKTXXQKV-HKUYNNGSSA-N,1995,Ki,9.599980
DTQNEFOKTXXQKV-HKUYNNGSSA-N,1996,Ki,9.400008
DTQNEFOKTXXQKV-HKUYNNGSSA-N,1995,Ki,9.599980
DTQNEFOKTXXQKV-HKUYNNGSSA-N,1995,IC50,9.221849
DTQNEFOKTXXQKV-HKUYNNGSSA-N,1998,IC50,9.309804
DTQNEFOKTXXQKV-HKUYNNGSSA-N,1994,Ki,8.823909
DTQNEFOKTXXQKV-HKUYNNGSSA-N,1994,IC50,9.000000
DTQNEFOKTXXQKV-HKUYNNGSSA-N,1995,IC50,9.698970
DTQNEFOKTXXQKV-HKUYNNGSSA-N,1992,Ki,9.318759
DTQNEFOKTXXQKV-HKUYNNGSSA-N,1992,Ki,9.769551
DTQNEFOKTXXQKV-HKUYNNGSSA-N,1996,IC50,9.301030
DTQNEFOKTXXQKV-HKUYNNGSSA-N,1996,Ki,9.400008
DTQNEFOKTXXQKV-HKUYNNGSSA-N,1996,IC50,9.301030
DTQNEFOKTXXQKV-HKUYNNGSSA-N,1998,IC50,9.770062
DTQNEFOKTXXQKV-HKUYNNGSSA-N,2004,IC50,9.221849
DTQNEFOKTXXQKV-HKUYNNGSSA-N,2007,IC50,9.200659
DTQNEFOKTXXQKV-HKUYNNGSSA-N,2011,IC50,9.769551
DTQNEFOKTXXQKV-IEBWSBKVSA-N,1993,IC50,9.698970
DTQNEFOKTXXQKV-NNBQYGFHSA-N,1998,IC50,9.301030
DTQNEFOKTXXQKV-NNBQYGFHSA-N,1994,Ki,9.769551
DTQNTNJTPOGBBI-UHFFFAOYSA-N,2013,IC50,6.537602
DUIQFDGXLYKCSP-UHFFFAOYSA-N,2003,Ki,8.199971
DUIQFDGXLYKCSP-UHFFFAOYSA-N,2002,IC50,8.199971
DUJCBRGUNYAAHY-OJZPPULMSA-N,2002,Ki,7.036212
DUTQVRPRTFGQLG-SANMLTNESA-N,1998,IC50,6.253366
DVFKYWHYHAXGFK-KYJUHHDHSA-N,1998,IC50,6.000000
DVGKWMUXDYVBPX-PMACEKPBSA-N,2011,IC50,8.318759
DWEOLXKGGPUQCN-RTOHIFTRSA-N,2006,Ki,8.000000
DWEOLXKGGPUQCN-RTOHIFTRSA-N,2006,Kd,9.799971
DWOYLZPGCVPOFQ-XGXIMLBESA-N,2006,IC50,9.795880
DXBWGWOQIAHGKG-UHFFFAOYSA-N,2003,Ki,6.699992
DXBWGWOQIAHGKG-UHFFFAOYSA-N,2002,IC50,6.699992
DXCJHMJLWTYOCC-WEZIJMHWSA-N,1998,Ki,7.531653
DXDAOPRJHIBOSF-QAXCHELISA-N,2015,Ki,5.815309
DXEFXSRUSKJPOC-UHFFFAOYSA-N,2017,IC50,8.258848
DXEFXSRUSKJPOC-UHFFFAOYSA-N,2018,IC50,8.258848
DYBBAWOUQNTPAE-CFTLBWQVSA-N,2008,IC50,9.481486
DYBBAWOUQNTPAE-RBYNONRVSA-N,2008,IC50,9.000000
DYCYWYIKRZKFIW-GOSISDBHSA-N,1998,IC50,7.795880
DYUQPTMSRRBQRV-NDEPHWFRSA-N,1998,IC50,6.481486
DZDZTLWCMKUMLO-REWPJTCUSA-N,1995,Ki,9.299989
DZHYOLLAEHGGIO-UHFFFAOYSA-N,2002,Kd,9.899974
DZOJBGLFWINFBF-UMSFTDKQSA-N,1996,Ki,5.886057
DZOJBGLFWINFBF-UMSFTDKQSA-N,1999,Ki,5.886057
DZOJBGLFWINFBF-UMSFTDKQSA-N,2009,Ki,6.678609
DZOJBGLFWINFBF-UMSFTDKQSA-N,2011,Ki,6.481486
DZOJBGLFWINFBF-UMSFTDKQSA-N,2012,Ki,6.678609
DZOJBGLFWINFBF-UMSFTDKQSA-N,2015,Ki,6.399997
DZORGIJHDLMMAP-DMFHDPHMSA-N,2002,Ki,7.017729
DZQBGZPXSVUSTJ-UHFFFAOYSA-N,1994,IC50,6.316053
DZUQXMNESQQMDK-UHFFFAOYSA-N,1995,IC50,7.244125
DZUQXMNESQQMDK-UHFFFAOYSA-N,1998,IC50,7.244125
DZUQXMNESQQMDK-UHFFFAOYSA-N,1998,IC50,7.240030
DZYPLFAASKBQBS-ICSRJNTNSA-N,1995,Ki,10.299989
DZYPLFAASKBQBS-ICSRJNTNSA-N,1996,Ki,10.400008
DZYPLFAASKBQBS-ICSRJNTNSA-N,2004,IC50,10.221849
DZYPLFAASKBQBS-ICSRJNTNSA-N,2013,IC50,10.397940
FAEAIUMVNYXDOL-UHFFFAOYSA-N,1996,IC50,7.181115
FAIPAHUUUZBARZ-UHFFFAOYSA-N,1996,IC50,9.008774
FAMLZMYNJFMLTL-UHFFFAOYSA-N,2004,IC50,6.744727
FAMNQGOTAYPHOM-UHFFFAOYSA-N,2006,Ki,6.140261
FAQUNGSUXKEHRR-UHFFFAOYSA-N,2001,IC50,9.468521
FBKBCVKDJFUIHU-UHFFFAOYSA-N,2011,IC50,6.568636
FBKJGIFXXNABPC-UHFFFAOYSA-N,2001,IC50,9.036212
FBKJXYVRFOSKLQ-UHFFFAOYSA-N,2002,IC50,8.397940
FBMOXTLEBXXOOH-GNVOIQCSSA-N,2009,IC50,10.045757
FBMOXTLEBXXOOH-GNVOIQCSSA-N,2009,IC50,8.008774
FCBFFODEEMUOND-PMERELPUSA-N,1998,IC50,7.251812
FCCNSXPJGYKSAJ-UHFFFAOYSA-N,2006,Ki,8.200659
FCDRFVCGMLUYPG-QZTJIDSGSA-N,1994,IC50,8.853872
FCDRFVCGMLUYPG-QZTJIDSGSA-N,1994,IC50,6.455932
FCDRFVCGMLUYPG-ROUUACIJSA-N,1995,IC50,9.000000
FCDRFVCGMLUYPG-ROUUACIJSA-N,1998,IC50,9.000000
FCDRFVCGMLUYPG-ROUUACIJSA-N,1994,IC50,9.000000
FCDRFVCGMLUYPG-ROUUACIJSA-N,1995,IC50,9.060481
FCDRFVCGMLUYPG-ROUUACIJSA-N,1998,IC50,9.000000
FCDRFVCGMLUYPG-ROUUACIJSA-N,1994,IC50,9.000000
FCDRFVCGMLUYPG-ROUUACIJSA-N,1996,IC50,9.060481
FCDRFVCGMLUYPG-ROUUACIJSA-N,1998,IC50,9.000000
FCDRFVCGMLUYPG-ROUUACIJSA-N,2013,IC50,9.000000
FCDRFVCGMLUYPG-ROUUACIJSA-N,2021,IC50,9.060481
FCDRFVCGMLUYPG-ZWKOTPCHSA-N,1994,IC50,6.522879
FCHBLJWTDQDKLL-PBHFAPSUSA-N,2006,Ki,9.100015
FCHBLJWTDQDKLL-PBHFAPSUSA-N,2006,Kd,8.100015
FCQUYOHKAODPNN-UHFFFAOYSA-N,2002,Ki,6.490005
FCTGGFGGCAFKLE-YQOMSNACSA-N,1994,IC50,5.958607
FCYKYUUVWQMIMP-AIBWNMTMSA-N,2002,IC50,10.096910
FCZQNQFTVGLASI-OJZPPULMSA-N,2002,Ki,7.124939
FDLMXQUTNNMCCC-CAYVGHNUSA-N,2007,IC50,10.045757
FDRLKINZOIUIDP-XAIPSOGISA-N,1995,IC50,5.679999
FDTWCNPUYSAMHO-OUADDPIDSA-N,2006,Ki,7.700057
FDTWCNPUYSAMHO-OUADDPIDSA-N,2006,Kd,8.500038
FELFRZJBPKZKAO-NXEFEZKASA-N,2002,Ki,8.769551
FEYZOHQAXQSELX-UHFFFAOYSA-N,2002,Ki,6.970008
FFFWLCPVZQDKGV-CQSZACIVSA-N,2016,Ki,5.217527
FFFWLCPVZQDKGV-CQSZACIVSA-N,2018,Ki,5.217527
FFFWLCPVZQDKGV-CQSZACIVSA-N,2020,Ki,5.217527
FFFWLCPVZQDKGV-CQSZACIVSA-N,2021,Ki,5.217527
FFHLOFOSIPUNDM-UHFFFAOYSA-N,2013,IC50,5.769551
FGBCKWDHROIUKV-UHFFFAOYSA-N,2002,IC50,7.299989
FGMDMAIELUZENW-UHFFFAOYSA-N,1996,IC50,6.598599
FGXTUVAHIAUNGQ-BJSJXSMNSA-N,2002,Ki,7.602060
FHFZPUAWDJVXHA-UHFFFAOYSA-N,2013,IC50,8.698970
FIBILZWMDFTWPK-ICSRJNTNSA-N,1998,IC50,9.209996
FIBILZWMDFTWPK-UHFFFAOYSA-N,2013,IC50,9.214670
FIDTULBNYFDGOP-UHFFFAOYSA-N,2000,IC50,8.537602
FIVSJYGQAIEMOC-ZGNKEGEESA-N,2011,Ki,9.180456
FIYPEZLIXJZQOT-CMKODMSKSA-N,2006,IC50,8.080922
FIYPEZLIXJZQOT-HBFSDRIKSA-N,2006,IC50,9.022276
FIYPEZLIXJZQOT-HBFSDRIKSA-N,2006,IC50,8.886057
FIYPEZLIXJZQOT-NLWGTHIKSA-N,2006,IC50,7.346787
FJKPUNUCNIPOHX-WUFINQPMSA-N,1996,IC50,7.853872
FJLCUOVCNWYREI-GBRSUSRYSA-N,2008,IC50,8.886057
FJLCUOVCNWYREI-HAFFEQERSA-N,2008,IC50,8.823909
FKPVZIGBRDXSJP-HQKXVBDLSA-N,1996,IC50,6.260428
FKXMTDOSYPOSDS-QJMCPCMJSA-N,2004,Ki,6.900009
FLJIWCZSOWTRAR-UHFFFAOYSA-N,2017,IC50,8.628932
FLJIWCZSOWTRAR-UHFFFAOYSA-N,2018,IC50,8.628932
FLJZRDCJNZDTST-XIJQPKCWSA-N,2010,IC50,10.096910
FLJZRDCJNZDTST-XIJQPKCWSA-N,2010,IC50,10.154902
FLJZRDCJNZDTST-XIJQPKCWSA-N,2010,IC50,8.677781
FLJZRDCJNZDTST-XIJQPKCWSA-N,2010,IC50,8.568636
FLLDRPOJCLGUHA-KHUIQGCPSA-N,2006,IC50,9.091515
FLNYCRJBCNNHRH-OIYLJQICSA-N,2009,IC50,10.221849
FLNYCRJBCNNHRH-OIYLJQICSA-N,2009,IC50,8.022276
FLNYCRJBCNNHRH-OIYLJQICSA-N,2013,IC50,8.022276
FLNYCRJBCNNHRH-OIYLJQICSA-N,2013,IC50,10.221849
FLNYLINBEZROPL-IZLXSDGUSA-N,2017,IC50,8.468521
FLNYLINBEZROPL-NSOVKSMOSA-N,1995,IC50,9.346787
FLNYLINBEZROPL-NSOVKSMOSA-N,1995,IC50,9.301030
FLNYLINBEZROPL-NSOVKSMOSA-N,1995,IC50,7.657577
FLNYLINBEZROPL-NSOVKSMOSA-N,1995,IC50,9.301030
FLNYLINBEZROPL-NSOVKSMOSA-N,1993,IC50,9.698970
FLNYLINBEZROPL-NSOVKSMOSA-N,1991,IC50,8.468521
FLNYLINBEZROPL-NSOVKSMOSA-N,1991,IC50,8.420216
FLNYLINBEZROPL-NSOVKSMOSA-N,1991,IC50,4.091515
FLNYLINBEZROPL-NSOVKSMOSA-N,1995,IC50,9.096910
FLNYLINBEZROPL-NSOVKSMOSA-N,1994,IC50,9.283997
FLNYLINBEZROPL-NSOVKSMOSA-N,1995,IC50,8.045757
FLNYLINBEZROPL-NSOVKSMOSA-N,1994,IC50,9.318759
FLNYLINBEZROPL-NSOVKSMOSA-N,1993,IC50,9.301030
FLNYLINBEZROPL-NSOVKSMOSA-N,1994,IC50,9.154902
FLNYLINBEZROPL-NSOVKSMOSA-N,2001,Ki,8.508638
FLNYLINBEZROPL-NSOVKSMOSA-N,1993,IC50,9.301030
FLNYLINBEZROPL-NSOVKSMOSA-N,1994,IC50,9.397940
FLNYLINBEZROPL-NSOVKSMOSA-N,1996,IC50,9.455932
FLNYLINBEZROPL-NSOVKSMOSA-N,1996,Kd,9.500038
FLNYLINBEZROPL-NSOVKSMOSA-N,1992,IC50,9.113509
FLNYLINBEZROPL-NSOVKSMOSA-N,1992,Kd,8.700057
FLNYLINBEZROPL-NSOVKSMOSA-N,1996,IC50,9.481486
FLNYLINBEZROPL-NSOVKSMOSA-N,1994,IC50,9.301030
FLNYLINBEZROPL-NSOVKSMOSA-N,1992,Ki,9.180456
FLNYLINBEZROPL-NSOVKSMOSA-N,1996,IC50,8.000000
FLNYLINBEZROPL-NSOVKSMOSA-N,1996,IC50,7.795880
FLNYLINBEZROPL-NSOVKSMOSA-N,1992,Ki,8.958607
FLNYLINBEZROPL-NSOVKSMOSA-N,1993,IC50,8.376751
FLNYLINBEZROPL-NSOVKSMOSA-N,1994,IC50,8.698970
FLNYLINBEZROPL-NSOVKSMOSA-N,1996,IC50,9.397940
FLNYLINBEZROPL-NSOVKSMOSA-N,1998,IC50,9.169989
FLNYLINBEZROPL-NSOVKSMOSA-N,2012,Ki,9.522879
FLNYLINBEZROPL-NSOVKSMOSA-N,2012,Ki,9.397940
FLNYLINBEZROPL-NSOVKSMOSA-N,2012,Kd,7.779892
FLNYLINBEZROPL-NSOVKSMOSA-N,2012,Kd,8.270026
